case_id,input_kind,policy,routed,dirty,triple_f1,exact,cached_calls
environment-f3188f3e4ca9,extracted,never,0,0,1.0,1.0,0
environment-f3b91239aa3d,clean,always,1,0,1.0,1.0,1
environment-f3b91239aa3d,clean,visible_violations,0,0,1.0,1.0,0
environment-f3b91239aa3d,clean,never,0,0,1.0,1.0,0
environment-f3b91239aa3d,extracted,always,1,0,1.0,1.0,1
environment-f3b91239aa3d,extracted,visible_violations,0,0,1.0,1.0,0
environment-f3b91239aa3d,extracted,never,0,0,1.0,1.0,0
environment-f5e29159a058,clean,always,1,0,1.0,1.0,1
environment-f5e29159a058,clean,visible_violations,0,0,1.0,1.0,0
environment-f5e29159a058,clean,never,0,0,1.0,1.0,0
environment-f5e29159a058,extracted,always,1,0,1.0,1.0,1
environment-f5e29159a058,extracted,visible_violations,0,0,1.0,1.0,0
environment-f5e29159a058,extracted,never,0,0,1.0,1.0,0
environment-f73871bd51ba,clean,always,1,0,1.0,1.0,1
environment-f73871bd51ba,clean,visible_violations,0,0,1.0,1.0,0
environment-f73871bd51ba,clean,never,0,0,1.0,1.0,0
environment-f73871bd51ba,extracted,always,1,0,1.0,1.0,1
environment-f73871bd51ba,extracted,visible_violations,0,0,1.0,1.0,0
environment-f73871bd51ba,extracted,never,0,0,1.0,1.0,0
environment-fab407a396a1,clean,always,1,0,1.0,1.0,1
environment-fab407a396a1,clean,visible_violations,0,0,1.0,1.0,0
environment-fab407a396a1,clean,never,0,0,1.0,1.0,0
environment-fab407a396a1,extracted,always,1,0,1.0,1.0,1
environment-fab407a396a1,extracted,visible_violations,0,0,1.0,1.0,0
environment-fab407a396a1,extracted,never,0,0,1.0,1.0,0
environment-fe552181f4cc,clean,always,1,0,1.0,1.0,1
environment-fe552181f4cc,clean,visible_violations,0,0,1.0,1.0,0
environment-fe552181f4cc,clean,never,0,0,1.0,1.0,0
environment-fe552181f4cc,extracted,always,1,0,1.0,1.0,1
environment-fe552181f4cc,extracted,visible_violations,0,0,1.0,1.0,0
environment-fe552181f4cc,extracted,never,0,0,1.0,1.0,0
finance-0258ae926423,clean,always,1,0,1.0,1.0,1
finance-0258ae926423,clean,visible_violations,0,0,1.0,1.0,0
finance-0258ae926423,clean,never,0,0,1.0,1.0,0
finance-0258ae926423,extracted,always,1,0,1.0,1.0,1
finance-0258ae926423,extracted,visible_violations,0,0,1.0,1.0,0
finance-0258ae926423,extracted,never,0,0,1.0,1.0,0
finance-0578051bec55,clean,always,1,0,1.0,1.0,1
finance-0578051bec55,clean,visible_violations,0,0,1.0,1.0,0
finance-0578051bec55,clean,never,0,0,1.0,1.0,0
finance-0578051bec55,extracted,always,1,0,1.0,1.0,1
finance-0578051bec55,extracted,visible_violations,0,0,1.0,1.0,0
finance-0578051bec55,extracted,never,0,0,1.0,1.0,0
finance-0599b493f8df,clean,always,1,0,1.0,1.0,1
finance-0599b493f8df,clean,visible_violations,0,0,1.0,1.0,0
finance-0599b493f8df,clean,never,0,0,1.0,1.0,0
finance-0599b493f8df,extracted,always,1,0,1.0,1.0,1
finance-0599b493f8df,extracted,visible_violations,0,0,1.0,1.0,0
finance-0599b493f8df,extracted,never,0,0,1.0,1.0,0
finance-0940112f81b2,clean,always,1,0,1.0,1.0,1
finance-0940112f81b2,clean,visible_violations,0,0,1.0,1.0,0
finance-0940112f81b2,clean,never,0,0,1.0,1.0,0
finance-0940112f81b2,extracted,always,1,0,1.0,1.0,1
finance-0940112f81b2,extracted,visible_violations,0,0,1.0,1.0,0
finance-0940112f81b2,extracted,never,0,0,1.0,1.0,0
finance-0ece511b91b7,clean,always,1,0,1.0,1.0,1
finance-0ece511b91b7,clean,visible_violations,0,0,1.0,1.0,0
finance-0ece511b91b7,clean,never,0,0,1.0,1.0,0
finance-0ece511b91b7,extracted,always,1,0,1.0,1.0,1
finance-0ece511b91b7,extracted,visible_violations,0,0,1.0,1.0,0
finance-0ece511b91b7,extracted,never,0,0,1.0,1.0,0
finance-11d9ca639481,clean,always,1,0,1.0,1.0,1
finance-11d9ca639481,clean,visible_violations,0,0,1.0,1.0,0
finance-11d9ca639481,clean,never,0,0,1.0,1.0,0
finance-11d9ca639481,extracted,always,1,0,1.0,1.0,1
finance-11d9ca639481,extracted,visible_violations,0,0,1.0,1.0,0
finance-11d9ca639481,extracted,never,0,0,1.0,1.0,0
finance-181bbc50a53b,clean,always,1,0,1.0,1.0,1
finance-181bbc50a53b,clean,visible_violations,0,0,1.0,1.0,0
finance-181bbc50a53b,clean,never,0,0,1.0,1.0,0
finance-181bbc50a53b,extracted,always,1,0,1.0,1.0,1
finance-181bbc50a53b,extracted,visible_violations,0,0,1.0,1.0,0
finance-181bbc50a53b,extracted,never,0,0,1.0,1.0,0
finance-1d7bb07a73aa,clean,always,1,0,1.0,1.0,1
finance-1d7bb07a73aa,clean,visible_violations,0,0,1.0,1.0,0
finance-1d7bb07a73aa,clean,never,0,0,1.0,1.0,0
finance-1d7bb07a73aa,extracted,always,1,0,1.0,1.0,1
finance-1d7bb07a73aa,extracted,visible_violations,0,0,1.0,1.0,0
finance-1d7bb07a73aa,extracted,never,0,0,1.0,1.0,0
finance-2c5481123672,clean,always,1,0,1.0,1.0,1
finance-2c5481123672,clean,visible_violations,0,0,1.0,1.0,0
finance-2c5481123672,clean,never,0,0,1.0,1.0,0
finance-2c5481123672,extracted,always,1,0,1.0,1.0,1
finance-2c5481123672,extracted,visible_violations,0,0,1.0,1.0,0
finance-2c5481123672,extracted,never,0,0,1.0,1.0,0
finance-2f5191a50246,clean,always,1,0,1.0,1.0,1
finance-2f5191a50246,clean,visible_violations,0,0,1.0,1.0,0
finance-2f5191a50246,clean,never,0,0,1.0,1.0,0
finance-2f5191a50246,extracted,always,1,0,1.0,1.0,1
finance-2f5191a50246,extracted,visible_violations,0,0,1.0,1.0,0
finance-2f5191a50246,extracted,never,0,0,1.0,1.0,0
finance-31f9ee73acbf,clean,always,1,0,1.0,1.0,1
finance-31f9ee73acbf,clean,visible_violations,0,0,1.0,1.0,0
finance-31f9ee73acbf,clean,never,0,0,1.0,1.0,0
finance-31f9ee73acbf,extracted,always,1,0,1.0,1.0,1
finance-31f9ee73acbf,extracted,visible_violations,0,0,1.0,1.0,0
finance-31f9ee73acbf,extracted,never,0,0,1.0,1.0,0
finance-323400020ae8,clean,always,1,0,1.0,1.0,1
finance-323400020ae8,clean,visible_violations,0,0,1.0,1.0,0
finance-323400020ae8,clean,never,0,0,1.0,1.0,0
finance-323400020ae8,extracted,always,1,0,1.0,1.0,1
finance-323400020ae8,extracted,visible_violations,0,0,1.0,1.0,0
finance-323400020ae8,extracted,never,0,0,1.0,1.0,0
finance-37536b6f83b2,clean,always,1,0,1.0,1.0,1
finance-37536b6f83b2,clean,visible_violations,0,0,1.0,1.0,0
finance-37536b6f83b2,clean,never,0,0,1.0,1.0,0
finance-37536b6f83b2,extracted,always,1,0,1.0,1.0,1
finance-37536b6f83b2,extracted,visible_violations,0,0,1.0,1.0,0
finance-37536b6f83b2,extracted,never,0,0,1.0,1.0,0
finance-396b0d02c4c1,clean,always,1,0,1.0,1.0,1
finance-396b0d02c4c1,clean,visible_violations,0,0,1.0,1.0,0
finance-396b0d02c4c1,clean,never,0,0,1.0,1.0,0
finance-396b0d02c4c1,extracted,always,1,0,1.0,1.0,1
finance-396b0d02c4c1,extracted,visible_violations,0,0,1.0,1.0,0
finance-396b0d02c4c1,extracted,never,0,0,1.0,1.0,0
finance-39b9d6db8c9e,clean,always,1,0,1.0,1.0,1
finance-39b9d6db8c9e,clean,visible_violations,0,0,1.0,1.0,0
finance-39b9d6db8c9e,clean,never,0,0,1.0,1.0,0
finance-39b9d6db8c9e,extracted,always,1,0,1.0,1.0,1
finance-39b9d6db8c9e,extracted,visible_violations,0,0,1.0,1.0,0
finance-39b9d6db8c9e,extracted,never,0,0,1.0,1.0,0
finance-3bcd31489d79,clean,always,1,0,1.0,1.0,1
finance-3bcd31489d79,clean,visible_violations,0,0,1.0,1.0,0
finance-3bcd31489d79,clean,never,0,0,1.0,1.0,0
finance-3bcd31489d79,extracted,always,1,0,1.0,1.0,1
finance-3bcd31489d79,extracted,visible_violations,0,0,1.0,1.0,0
finance-3bcd31489d79,extracted,never,0,0,1.0,1.0,0
finance-3e0d22d382e3,clean,always,1,0,1.0,1.0,1
finance-3e0d22d382e3,clean,visible_violations,0,0,1.0,1.0,0
finance-3e0d22d382e3,clean,never,0,0,1.0,1.0,0
finance-3e0d22d382e3,extracted,always,1,0,1.0,1.0,1
finance-3e0d22d382e3,extracted,visible_violations,0,0,1.0,1.0,0
finance-3e0d22d382e3,extracted,never,0,0,1.0,1.0,0
finance-40192c28bd08,clean,always,1,0,1.0,1.0,1
finance-40192c28bd08,clean,visible_violations,0,0,1.0,1.0,0
finance-40192c28bd08,clean,never,0,0,1.0,1.0,0
finance-40192c28bd08,extracted,always,1,0,1.0,1.0,1
finance-40192c28bd08,extracted,visible_violations,0,0,1.0,1.0,0
finance-40192c28bd08,extracted,never,0,0,1.0,1.0,0
finance-47fc6b850968,clean,always,1,0,1.0,1.0,1
finance-47fc6b850968,clean,visible_violations,0,0,1.0,1.0,0
finance-47fc6b850968,clean,never,0,0,1.0,1.0,0
finance-47fc6b850968,extracted,always,1,0,1.0,1.0,1
finance-47fc6b850968,extracted,visible_violations,0,0,1.0,1.0,0
finance-47fc6b850968,extracted,never,0,0,1.0,1.0,0
finance-48ea238a01c0,clean,always,1,0,1.0,1.0,1
finance-48ea238a01c0,clean,visible_violations,0,0,1.0,1.0,0
finance-48ea238a01c0,clean,never,0,0,1.0,1.0,0
finance-48ea238a01c0,extracted,always,1,0,1.0,1.0,1
finance-48ea238a01c0,extracted,visible_violations,0,0,1.0,1.0,0
finance-48ea238a01c0,extracted,never,0,0,1.0,1.0,0
finance-4a22308e43a6,clean,always,1,0,1.0,1.0,1
finance-4a22308e43a6,clean,visible_violations,0,0,1.0,1.0,0
finance-4a22308e43a6,clean,never,0,0,1.0,1.0,0
finance-4a22308e43a6,extracted,always,1,0,1.0,1.0,1
finance-4a22308e43a6,extracted,visible_violations,0,0,1.0,1.0,0
finance-4a22308e43a6,extracted,never,0,0,1.0,1.0,0
finance-4ff4450cf2b3,clean,always,1,0,1.0,1.0,1
finance-4ff4450cf2b3,clean,visible_violations,0,0,1.0,1.0,0
finance-4ff4450cf2b3,clean,never,0,0,1.0,1.0,0
finance-4ff4450cf2b3,extracted,always,1,0,1.0,1.0,1
finance-4ff4450cf2b3,extracted,visible_violations,0,0,1.0,1.0,0
finance-4ff4450cf2b3,extracted,never,0,0,1.0,1.0,0
finance-5179b466c23a,clean,always,1,0,1.0,1.0,1
finance-5179b466c23a,clean,visible_violations,0,0,1.0,1.0,0
finance-5179b466c23a,clean,never,0,0,1.0,1.0,0
finance-5179b466c23a,extracted,always,1,0,1.0,1.0,1
finance-5179b466c23a,extracted,visible_violations,0,0,1.0,1.0,0
finance-5179b466c23a,extracted,never,0,0,1.0,1.0,0
finance-5199d42b0532,clean,always,1,0,1.0,1.0,1
finance-5199d42b0532,clean,visible_violations,0,0,1.0,1.0,0
finance-5199d42b0532,clean,never,0,0,1.0,1.0,0
finance-5199d42b0532,extracted,always,1,0,1.0,1.0,1
finance-5199d42b0532,extracted,visible_violations,0,0,1.0,1.0,0
finance-5199d42b0532,extracted,never,0,0,1.0,1.0,0
finance-520d023d07ef,clean,always,1,0,1.0,1.0,1
finance-520d023d07ef,clean,visible_violations,0,0,1.0,1.0,0
finance-520d023d07ef,clean,never,0,0,1.0,1.0,0
finance-520d023d07ef,extracted,always,1,0,1.0,1.0,1
finance-520d023d07ef,extracted,visible_violations,0,0,1.0,1.0,0
finance-520d023d07ef,extracted,never,0,0,1.0,1.0,0
finance-5545d33c1ef2,clean,always,1,0,1.0,1.0,1
finance-5545d33c1ef2,clean,visible_violations,0,0,1.0,1.0,0
finance-5545d33c1ef2,clean,never,0,0,1.0,1.0,0
finance-5545d33c1ef2,extracted,always,1,0,1.0,1.0,1
finance-5545d33c1ef2,extracted,visible_violations,0,0,1.0,1.0,0
finance-5545d33c1ef2,extracted,never,0,0,1.0,1.0,0
finance-581016adab6a,clean,always,1,0,1.0,1.0,1
finance-581016adab6a,clean,visible_violations,0,0,1.0,1.0,0
finance-581016adab6a,clean,never,0,0,1.0,1.0,0
finance-581016adab6a,extracted,always,1,0,1.0,1.0,1
finance-581016adab6a,extracted,visible_violations,0,0,1.0,1.0,0
finance-581016adab6a,extracted,never,0,0,1.0,1.0,0
finance-592539c48ee2,clean,always,1,0,1.0,1.0,1
finance-592539c48ee2,clean,visible_violations,0,0,1.0,1.0,0
finance-592539c48ee2,clean,never,0,0,1.0,1.0,0
finance-592539c48ee2,extracted,always,1,0,1.0,1.0,1
finance-592539c48ee2,extracted,visible_violations,0,0,1.0,1.0,0
finance-592539c48ee2,extracted,never,0,0,1.0,1.0,0
finance-59275155982c,clean,always,1,0,1.0,1.0,1
finance-59275155982c,clean,visible_violations,0,0,1.0,1.0,0
finance-59275155982c,clean,never,0,0,1.0,1.0,0
finance-59275155982c,extracted,always,1,0,1.0,1.0,1
finance-59275155982c,extracted,visible_violations,0,0,1.0,1.0,0
finance-59275155982c,extracted,never,0,0,1.0,1.0,0
finance-5a5fd68db3d7,clean,always,1,0,1.0,1.0,1
finance-5a5fd68db3d7,clean,visible_violations,0,0,1.0,1.0,0
finance-5a5fd68db3d7,clean,never,0,0,1.0,1.0,0
finance-5a5fd68db3d7,extracted,always,1,0,1.0,1.0,1
finance-5a5fd68db3d7,extracted,visible_violations,0,0,1.0,1.0,0
finance-5a5fd68db3d7,extracted,never,0,0,1.0,1.0,0
finance-64518520eadc,clean,always,1,0,1.0,1.0,1
finance-64518520eadc,clean,visible_violations,0,0,1.0,1.0,0
finance-64518520eadc,clean,never,0,0,1.0,1.0,0
finance-64518520eadc,extracted,always,1,0,1.0,1.0,1
finance-64518520eadc,extracted,visible_violations,0,0,1.0,1.0,0
finance-64518520eadc,extracted,never,0,0,1.0,1.0,0
finance-66beaf013776,clean,always,1,0,1.0,1.0,1
finance-66beaf013776,clean,visible_violations,0,0,1.0,1.0,0
finance-66beaf013776,clean,never,0,0,1.0,1.0,0
finance-66beaf013776,extracted,always,1,0,1.0,1.0,1
finance-66beaf013776,extracted,visible_violations,0,0,1.0,1.0,0
finance-66beaf013776,extracted,never,0,0,1.0,1.0,0
finance-6a47f782244b,clean,always,1,0,1.0,1.0,1
finance-6a47f782244b,clean,visible_violations,0,0,1.0,1.0,0
finance-6a47f782244b,clean,never,0,0,1.0,1.0,0
finance-6a47f782244b,extracted,always,1,0,1.0,1.0,1
finance-6a47f782244b,extracted,visible_violations,0,0,1.0,1.0,0
finance-6a47f782244b,extracted,never,0,0,1.0,1.0,0
finance-6b8de3f87f41,clean,always,1,0,1.0,1.0,1
finance-6b8de3f87f41,clean,visible_violations,0,0,1.0,1.0,0
finance-6b8de3f87f41,clean,never,0,0,1.0,1.0,0
finance-6b8de3f87f41,extracted,always,1,0,1.0,1.0,1
finance-6b8de3f87f41,extracted,visible_violations,0,0,1.0,1.0,0
finance-6b8de3f87f41,extracted,never,0,0,1.0,1.0,0
finance-6fa9c9e7a6f6,clean,always,1,0,1.0,1.0,1
finance-6fa9c9e7a6f6,clean,visible_violations,0,0,1.0,1.0,0
finance-6fa9c9e7a6f6,clean,never,0,0,1.0,1.0,0
finance-6fa9c9e7a6f6,extracted,always,1,0,1.0,1.0,1
finance-6fa9c9e7a6f6,extracted,visible_violations,0,0,1.0,1.0,0
finance-6fa9c9e7a6f6,extracted,never,0,0,1.0,1.0,0
finance-73dd7d6d78cf,clean,always,1,0,1.0,1.0,1
finance-73dd7d6d78cf,clean,visible_violations,0,0,1.0,1.0,0
finance-73dd7d6d78cf,clean,never,0,0,1.0,1.0,0
finance-73dd7d6d78cf,extracted,always,1,0,1.0,1.0,1
finance-73dd7d6d78cf,extracted,visible_violations,0,0,1.0,1.0,0
finance-73dd7d6d78cf,extracted,never,0,0,1.0,1.0,0
finance-75558a639292,clean,always,1,0,1.0,1.0,1
finance-75558a639292,clean,visible_violations,0,0,1.0,1.0,0
finance-75558a639292,clean,never,0,0,1.0,1.0,0
finance-75558a639292,extracted,always,1,0,1.0,1.0,1
finance-75558a639292,extracted,visible_violations,0,0,1.0,1.0,0
finance-75558a639292,extracted,never,0,0,1.0,1.0,0
finance-78f460e94d77,clean,always,1,0,1.0,1.0,1
finance-78f460e94d77,clean,visible_violations,0,0,1.0,1.0,0
finance-78f460e94d77,clean,never,0,0,1.0,1.0,0
finance-78f460e94d77,extracted,always,1,0,1.0,1.0,1
finance-78f460e94d77,extracted,visible_violations,0,0,1.0,1.0,0
finance-78f460e94d77,extracted,never,0,0,1.0,1.0,0
finance-79b78aabe361,clean,always,1,0,1.0,1.0,1
finance-79b78aabe361,clean,visible_violations,0,0,1.0,1.0,0
finance-79b78aabe361,clean,never,0,0,1.0,1.0,0
finance-79b78aabe361,extracted,always,1,0,1.0,1.0,1
finance-79b78aabe361,extracted,visible_violations,0,0,1.0,1.0,0
finance-79b78aabe361,extracted,never,0,0,1.0,1.0,0
finance-79d05b4fd693,clean,always,1,0,1.0,1.0,1
finance-79d05b4fd693,clean,visible_violations,0,0,1.0,1.0,0
finance-79d05b4fd693,clean,never,0,0,1.0,1.0,0
finance-79d05b4fd693,extracted,always,1,0,1.0,1.0,1
finance-79d05b4fd693,extracted,visible_violations,0,0,1.0,1.0,0
finance-79d05b4fd693,extracted,never,0,0,1.0,1.0,0
finance-7a3abe60b8c1,clean,always,1,0,1.0,1.0,1
finance-7a3abe60b8c1,clean,visible_violations,0,0,1.0,1.0,0
finance-7a3abe60b8c1,clean,never,0,0,1.0,1.0,0
finance-7a3abe60b8c1,extracted,always,1,0,1.0,1.0,1
finance-7a3abe60b8c1,extracted,visible_violations,0,0,1.0,1.0,0
finance-7a3abe60b8c1,extracted,never,0,0,1.0,1.0,0
finance-7bafc5095d7a,clean,always,1,0,1.0,1.0,1
finance-7bafc5095d7a,clean,visible_violations,0,0,1.0,1.0,0
finance-7bafc5095d7a,clean,never,0,0,1.0,1.0,0
finance-7bafc5095d7a,extracted,always,1,0,1.0,1.0,1
finance-7bafc5095d7a,extracted,visible_violations,0,0,1.0,1.0,0
finance-7bafc5095d7a,extracted,never,0,0,1.0,1.0,0
finance-80ef2586c066,clean,always,1,0,1.0,1.0,1
finance-80ef2586c066,clean,visible_violations,0,0,1.0,1.0,0
finance-80ef2586c066,clean,never,0,0,1.0,1.0,0
finance-80ef2586c066,extracted,always,1,0,1.0,1.0,1
finance-80ef2586c066,extracted,visible_violations,0,0,1.0,1.0,0
finance-80ef2586c066,extracted,never,0,0,1.0,1.0,0
finance-81030330ed63,clean,always,1,0,1.0,1.0,1
finance-81030330ed63,clean,visible_violations,0,0,1.0,1.0,0
finance-81030330ed63,clean,never,0,0,1.0,1.0,0
finance-81030330ed63,extracted,always,1,0,1.0,1.0,1
finance-81030330ed63,extracted,visible_violations,0,0,1.0,1.0,0
finance-81030330ed63,extracted,never,0,0,1.0,1.0,0
finance-84efec7f73d8,clean,always,1,0,1.0,1.0,1
finance-84efec7f73d8,clean,visible_violations,0,0,1.0,1.0,0
finance-84efec7f73d8,clean,never,0,0,1.0,1.0,0
finance-84efec7f73d8,extracted,always,1,0,1.0,1.0,1
finance-84efec7f73d8,extracted,visible_violations,0,0,1.0,1.0,0
finance-84efec7f73d8,extracted,never,0,0,1.0,1.0,0
finance-931a8626ef8a,clean,always,1,0,1.0,1.0,1
finance-931a8626ef8a,clean,visible_violations,0,0,1.0,1.0,0
finance-931a8626ef8a,clean,never,0,0,1.0,1.0,0
finance-931a8626ef8a,extracted,always,1,0,1.0,1.0,1
finance-931a8626ef8a,extracted,visible_violations,0,0,1.0,1.0,0
finance-931a8626ef8a,extracted,never,0,0,1.0,1.0,0
finance-97d47c18ea2b,clean,always,1,0,1.0,1.0,1
finance-97d47c18ea2b,clean,visible_violations,0,0,1.0,1.0,0
finance-97d47c18ea2b,clean,never,0,0,1.0,1.0,0
finance-97d47c18ea2b,extracted,always,1,0,1.0,1.0,1
finance-97d47c18ea2b,extracted,visible_violations,0,0,1.0,1.0,0
finance-97d47c18ea2b,extracted,never,0,0,1.0,1.0,0
finance-97f957049a10,clean,always,1,0,1.0,1.0,1
finance-97f957049a10,clean,visible_violations,0,0,1.0,1.0,0
finance-97f957049a10,clean,never,0,0,1.0,1.0,0
finance-97f957049a10,extracted,always,1,0,1.0,1.0,1
finance-97f957049a10,extracted,visible_violations,0,0,1.0,1.0,0
finance-97f957049a10,extracted,never,0,0,1.0,1.0,0
finance-9a945f147086,clean,always,1,0,1.0,1.0,1
finance-9a945f147086,clean,visible_violations,0,0,1.0,1.0,0
finance-9a945f147086,clean,never,0,0,1.0,1.0,0
finance-9a945f147086,extracted,always,1,0,1.0,1.0,1
finance-9a945f147086,extracted,visible_violations,0,0,1.0,1.0,0
finance-9a945f147086,extracted,never,0,0,1.0,1.0,0
finance-9ceb7891c03a,clean,always,1,0,1.0,1.0,1
finance-9ceb7891c03a,clean,visible_violations,0,0,1.0,1.0,0
finance-9ceb7891c03a,clean,never,0,0,1.0,1.0,0
finance-9ceb7891c03a,extracted,always,1,0,1.0,1.0,1
finance-9ceb7891c03a,extracted,visible_violations,0,0,1.0,1.0,0
finance-9ceb7891c03a,extracted,never,0,0,1.0,1.0,0
finance-9f847b0db31e,clean,always,1,0,1.0,1.0,1
finance-9f847b0db31e,clean,visible_violations,0,0,1.0,1.0,0
finance-9f847b0db31e,clean,never,0,0,1.0,1.0,0
finance-9f847b0db31e,extracted,always,1,0,1.0,1.0,1
finance-9f847b0db31e,extracted,visible_violations,0,0,1.0,1.0,0
finance-9f847b0db31e,extracted,never,0,0,1.0,1.0,0
finance-a5483f04f340,clean,always,1,0,1.0,1.0,1
finance-a5483f04f340,clean,visible_violations,0,0,1.0,1.0,0
finance-a5483f04f340,clean,never,0,0,1.0,1.0,0
finance-a5483f04f340,extracted,always,1,0,1.0,1.0,1
finance-a5483f04f340,extracted,visible_violations,0,0,1.0,1.0,0
finance-a5483f04f340,extracted,never,0,0,1.0,1.0,0
finance-a6cc2cb52688,clean,always,1,0,1.0,1.0,1
finance-a6cc2cb52688,clean,visible_violations,0,0,1.0,1.0,0
finance-a6cc2cb52688,clean,never,0,0,1.0,1.0,0
finance-a6cc2cb52688,extracted,always,1,0,1.0,1.0,1
finance-a6cc2cb52688,extracted,visible_violations,0,0,1.0,1.0,0
finance-a6cc2cb52688,extracted,never,0,0,1.0,1.0,0
finance-a745080223bf,clean,always,1,0,1.0,1.0,1
finance-a745080223bf,clean,visible_violations,0,0,1.0,1.0,0
finance-a745080223bf,clean,never,0,0,1.0,1.0,0
finance-a745080223bf,extracted,always,1,0,1.0,1.0,1
finance-a745080223bf,extracted,visible_violations,0,0,1.0,1.0,0
finance-a745080223bf,extracted,never,0,0,1.0,1.0,0
finance-a900d528b3fa,clean,always,1,0,1.0,1.0,1
finance-a900d528b3fa,clean,visible_violations,0,0,1.0,1.0,0
finance-a900d528b3fa,clean,never,0,0,1.0,1.0,0
finance-a900d528b3fa,extracted,always,1,0,1.0,1.0,1
finance-a900d528b3fa,extracted,visible_violations,0,0,1.0,1.0,0
finance-a900d528b3fa,extracted,never,0,0,1.0,1.0,0
finance-b1a8a06efabf,clean,always,1,0,1.0,1.0,1
finance-b1a8a06efabf,clean,visible_violations,0,0,1.0,1.0,0
finance-b1a8a06efabf,clean,never,0,0,1.0,1.0,0
finance-b1a8a06efabf,extracted,always,1,0,1.0,1.0,1
finance-b1a8a06efabf,extracted,visible_violations,0,0,1.0,1.0,0
finance-b1a8a06efabf,extracted,never,0,0,1.0,1.0,0
finance-bad6e73569ee,clean,always,1,0,1.0,1.0,1
finance-bad6e73569ee,clean,visible_violations,0,0,1.0,1.0,0
finance-bad6e73569ee,clean,never,0,0,1.0,1.0,0
finance-bad6e73569ee,extracted,always,1,0,1.0,1.0,1
finance-bad6e73569ee,extracted,visible_violations,0,0,1.0,1.0,0
finance-bad6e73569ee,extracted,never,0,0,1.0,1.0,0
finance-bb5fb7b7d03f,clean,always,1,0,1.0,1.0,1
finance-bb5fb7b7d03f,clean,visible_violations,0,0,1.0,1.0,0
finance-bb5fb7b7d03f,clean,never,0,0,1.0,1.0,0
finance-bb5fb7b7d03f,extracted,always,1,0,1.0,1.0,1
finance-bb5fb7b7d03f,extracted,visible_violations,0,0,1.0,1.0,0
finance-bb5fb7b7d03f,extracted,never,0,0,1.0,1.0,0
finance-c895a4eeedf3,clean,always,1,0,1.0,1.0,1
finance-c895a4eeedf3,clean,visible_violations,0,0,1.0,1.0,0
finance-c895a4eeedf3,clean,never,0,0,1.0,1.0,0
finance-c895a4eeedf3,extracted,always,1,0,1.0,1.0,1
finance-c895a4eeedf3,extracted,visible_violations,0,0,1.0,1.0,0
finance-c895a4eeedf3,extracted,never,0,0,1.0,1.0,0
finance-d1f7e7797294,clean,always,1,0,1.0,1.0,1
finance-d1f7e7797294,clean,visible_violations,0,0,1.0,1.0,0
finance-d1f7e7797294,clean,never,0,0,1.0,1.0,0
finance-d1f7e7797294,extracted,always,1,0,1.0,1.0,1
finance-d1f7e7797294,extracted,visible_violations,0,0,1.0,1.0,0
finance-d1f7e7797294,extracted,never,0,0,1.0,1.0,0
finance-d3a217f9eddd,clean,always,1,0,1.0,1.0,1
finance-d3a217f9eddd,clean,visible_violations,0,0,1.0,1.0,0
finance-d3a217f9eddd,clean,never,0,0,1.0,1.0,0
finance-d3a217f9eddd,extracted,always,1,0,1.0,1.0,1
finance-d3a217f9eddd,extracted,visible_violations,0,0,1.0,1.0,0
finance-d3a217f9eddd,extracted,never,0,0,1.0,1.0,0
finance-d514846505b0,clean,always,1,0,1.0,1.0,1
finance-d514846505b0,clean,visible_violations,0,0,1.0,1.0,0
finance-d514846505b0,clean,never,0,0,1.0,1.0,0
finance-d514846505b0,extracted,always,1,0,1.0,1.0,1
finance-d514846505b0,extracted,visible_violations,0,0,1.0,1.0,0
finance-d514846505b0,extracted,never,0,0,1.0,1.0,0
finance-d89ee01fffea,clean,always,1,0,1.0,1.0,1
finance-d89ee01fffea,clean,visible_violations,0,0,1.0,1.0,0
finance-d89ee01fffea,clean,never,0,0,1.0,1.0,0
finance-d89ee01fffea,extracted,always,1,0,1.0,1.0,1
finance-d89ee01fffea,extracted,visible_violations,0,0,1.0,1.0,0
finance-d89ee01fffea,extracted,never,0,0,1.0,1.0,0
finance-d96d6b7bc0af,clean,always,1,0,1.0,1.0,1
finance-d96d6b7bc0af,clean,visible_violations,0,0,1.0,1.0,0
finance-d96d6b7bc0af,clean,never,0,0,1.0,1.0,0
finance-d96d6b7bc0af,extracted,always,1,0,1.0,1.0,1
finance-d96d6b7bc0af,extracted,visible_violations,0,0,1.0,1.0,0
finance-d96d6b7bc0af,extracted,never,0,0,1.0,1.0,0
finance-dab29f031fec,clean,always,1,0,1.0,1.0,1
finance-dab29f031fec,clean,visible_violations,0,0,1.0,1.0,0
finance-dab29f031fec,clean,never,0,0,1.0,1.0,0
finance-dab29f031fec,extracted,always,1,0,1.0,1.0,1
finance-dab29f031fec,extracted,visible_violations,0,0,1.0,1.0,0
finance-dab29f031fec,extracted,never,0,0,1.0,1.0,0
finance-db344b3c5597,clean,always,1,0,1.0,1.0,1
finance-db344b3c5597,clean,visible_violations,0,0,1.0,1.0,0
finance-db344b3c5597,clean,never,0,0,1.0,1.0,0
finance-db344b3c5597,extracted,always,1,0,1.0,1.0,1
finance-db344b3c5597,extracted,visible_violations,0,0,1.0,1.0,0
finance-db344b3c5597,extracted,never,0,0,1.0,1.0,0
finance-dd577eca5376,clean,always,1,0,1.0,1.0,1
