cohort,case_id,arm,gate_variant,added_occurrences,removed_occurrences,added_correct_occurrences,removed_correct_occurrences
natural,environment-269d6428ec21,diagnosis,no_cardinality,0,0,0,0
natural,environment-269d6428ec21,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-269d6428ec21,diagnosis,raw,0,0,0,0
natural,government-08f42137d50f,diagnosis,full,0,0,0,0
natural,government-08f42137d50f,diagnosis,no_duplicate,0,0,0,0
natural,government-08f42137d50f,diagnosis,no_head,0,0,0,0
natural,government-08f42137d50f,diagnosis,no_relation,0,0,0,0
natural,government-08f42137d50f,diagnosis,no_support,0,0,0,0
natural,government-08f42137d50f,diagnosis,no_cardinality,0,0,0,0
natural,government-08f42137d50f,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,government-08f42137d50f,diagnosis,raw,0,0,0,0
controlled,finance-39b9d6db8c9e,base,full,0,0,0,0
controlled,finance-39b9d6db8c9e,base,no_duplicate,0,0,0,0
controlled,finance-39b9d6db8c9e,base,no_head,0,0,0,0
controlled,finance-39b9d6db8c9e,base,no_relation,0,0,0,0
controlled,finance-39b9d6db8c9e,base,no_support,0,0,0,0
controlled,finance-39b9d6db8c9e,base,no_cardinality,0,0,0,0
controlled,finance-39b9d6db8c9e,base,no_duplicate_cardinality,0,0,0,0
controlled,finance-39b9d6db8c9e,base,raw,0,0,0,0
controlled,finance-323400020ae8,shacl_context,full,0,0,0,0
controlled,finance-323400020ae8,shacl_context,no_duplicate,0,0,0,0
controlled,finance-323400020ae8,shacl_context,no_head,0,0,0,0
controlled,finance-323400020ae8,shacl_context,no_relation,0,0,0,0
controlled,finance-323400020ae8,shacl_context,no_support,0,0,0,0
controlled,finance-323400020ae8,shacl_context,no_cardinality,0,0,0,0
controlled,finance-323400020ae8,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-323400020ae8,shacl_context,raw,0,0,0,0
natural,environment-1c5352baae54,diagnosis,full,0,0,0,0
natural,environment-1c5352baae54,diagnosis,no_duplicate,0,0,0,0
natural,environment-1c5352baae54,diagnosis,no_head,0,0,0,0
natural,environment-1c5352baae54,diagnosis,no_relation,0,0,0,0
natural,environment-1c5352baae54,diagnosis,no_support,0,0,0,0
natural,environment-1c5352baae54,diagnosis,no_cardinality,0,0,0,0
natural,environment-1c5352baae54,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-1c5352baae54,diagnosis,raw,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,full,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,no_duplicate,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,no_head,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,no_relation,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,no_support,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,no_cardinality,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-4d5c3e883e7b,diagnosis,raw,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,full,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,no_duplicate,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,no_head,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,no_relation,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,no_support,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,no_cardinality,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,finance-3e0d22d382e3,shacl_context,raw,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,full,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,no_duplicate,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,no_head,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,no_relation,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,no_support,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,no_cardinality,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,environment-131aae4a913e,diagnosis,raw,0,0,0,0
controlled,government-38d8e7495369,base,full,0,0,0,0
controlled,government-38d8e7495369,base,no_duplicate,0,0,0,0
controlled,government-38d8e7495369,base,no_head,0,0,0,0
controlled,government-38d8e7495369,base,no_relation,0,0,0,0
controlled,government-38d8e7495369,base,no_support,0,0,0,0
controlled,government-38d8e7495369,base,no_cardinality,0,0,0,0
controlled,government-38d8e7495369,base,no_duplicate_cardinality,0,0,0,0
controlled,government-38d8e7495369,base,raw,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,full,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,no_duplicate,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,no_head,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,no_relation,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,no_support,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,no_cardinality,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,finance-48ea238a01c0,shacl_context,raw,0,0,0,0
natural,environment-3167138e25d4,shacl_context,full,0,0,0,0
natural,environment-3167138e25d4,shacl_context,no_duplicate,0,0,0,0
natural,environment-3167138e25d4,shacl_context,no_head,0,0,0,0
natural,environment-3167138e25d4,shacl_context,no_relation,0,0,0,0
natural,environment-3167138e25d4,shacl_context,no_support,0,0,0,0
natural,environment-3167138e25d4,shacl_context,no_cardinality,0,0,0,0
natural,environment-3167138e25d4,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-3167138e25d4,shacl_context,raw,0,0,0,0
controlled,environment-5201f128f055,base,full,0,0,0,0
controlled,environment-5201f128f055,base,no_duplicate,0,0,0,0
controlled,environment-5201f128f055,base,no_head,0,0,0,0
controlled,environment-5201f128f055,base,no_relation,0,0,0,0
controlled,environment-5201f128f055,base,no_support,0,0,0,0
controlled,environment-5201f128f055,base,no_cardinality,0,0,0,0
controlled,environment-5201f128f055,base,no_duplicate_cardinality,0,0,0,0
controlled,environment-5201f128f055,base,raw,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,full,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,no_duplicate,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,no_head,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,no_relation,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,no_support,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,no_cardinality,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-29ecdbb5e2da,shacl_context,raw,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,full,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,no_duplicate,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,no_head,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,no_relation,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,no_support,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,no_cardinality,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-38fd486ef1b7,diagnosis,raw,0,0,0,0
natural,environment-269d6428ec21,shacl_context,full,0,0,0,0
natural,environment-269d6428ec21,shacl_context,no_duplicate,0,0,0,0
natural,environment-269d6428ec21,shacl_context,no_head,0,0,0,0
natural,environment-269d6428ec21,shacl_context,no_relation,0,0,0,0
natural,environment-269d6428ec21,shacl_context,no_support,0,0,0,0
natural,environment-269d6428ec21,shacl_context,no_cardinality,0,0,0,0
natural,environment-269d6428ec21,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-269d6428ec21,shacl_context,raw,0,0,0,0
natural,environment-5201f128f055,base,full,0,0,0,0
natural,environment-5201f128f055,base,no_duplicate,0,0,0,0
natural,environment-5201f128f055,base,no_head,0,0,0,0
natural,environment-5201f128f055,base,no_relation,0,0,0,0
natural,environment-5201f128f055,base,no_support,0,0,0,0
natural,environment-5201f128f055,base,no_cardinality,0,0,0,0
natural,environment-5201f128f055,base,no_duplicate_cardinality,0,0,0,0
natural,environment-5201f128f055,base,raw,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,full,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,no_duplicate,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,no_head,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,no_relation,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,no_support,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,no_cardinality,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-29ecdbb5e2da,diagnosis,raw,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,full,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,no_duplicate,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,no_head,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,no_relation,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,no_support,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,no_cardinality,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,environment-320f5d37ee44,shacl_context,raw,0,0,0,0
controlled,government-1872a3147127,shacl_context,full,0,0,0,0
controlled,government-1872a3147127,shacl_context,no_duplicate,0,0,0,0
controlled,government-1872a3147127,shacl_context,no_head,0,0,0,0
controlled,government-1872a3147127,shacl_context,no_relation,0,0,0,0
controlled,government-1872a3147127,shacl_context,no_support,0,0,0,0
controlled,government-1872a3147127,shacl_context,no_cardinality,0,0,0,0
controlled,government-1872a3147127,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,government-1872a3147127,shacl_context,raw,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,full,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,no_duplicate,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,no_head,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,no_relation,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,no_support,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,no_cardinality,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,finance-0599b493f8df,diagnosis,raw,0,0,0,0
natural,environment-269d6428ec21,base,full,0,0,0,0
natural,environment-269d6428ec21,base,no_duplicate,0,0,0,0
natural,environment-269d6428ec21,base,no_head,0,0,0,0
natural,environment-269d6428ec21,base,no_relation,0,0,0,0
natural,environment-269d6428ec21,base,no_support,0,0,0,0
natural,environment-269d6428ec21,base,no_cardinality,0,0,0,0
natural,environment-269d6428ec21,base,no_duplicate_cardinality,0,0,0,0
natural,environment-269d6428ec21,base,raw,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,full,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,no_duplicate,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,no_head,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,no_relation,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,no_support,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,no_cardinality,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-1e0b7611abe9,shacl_context,raw,0,0,0,0
natural,environment-53794df293b9,shacl_context,full,0,0,0,0
natural,environment-53794df293b9,shacl_context,no_duplicate,0,0,0,0
natural,environment-53794df293b9,shacl_context,no_head,0,0,0,0
natural,environment-53794df293b9,shacl_context,no_relation,0,0,0,0
natural,environment-53794df293b9,shacl_context,no_support,0,0,0,0
natural,environment-53794df293b9,shacl_context,no_cardinality,0,0,0,0
natural,environment-53794df293b9,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-53794df293b9,shacl_context,raw,0,0,0,0
natural,government-0133725f2f34,diagnosis,full,0,0,0,0
natural,government-0133725f2f34,diagnosis,no_duplicate,0,0,0,0
natural,government-0133725f2f34,diagnosis,no_head,0,0,0,0
natural,government-0133725f2f34,diagnosis,no_relation,0,0,0,0
natural,government-0133725f2f34,diagnosis,no_support,0,0,0,0
natural,government-0133725f2f34,diagnosis,no_cardinality,0,0,0,0
natural,government-0133725f2f34,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,government-0133725f2f34,diagnosis,raw,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,full,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,no_duplicate,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,no_head,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,no_relation,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,no_support,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,no_cardinality,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,finance-39b9d6db8c9e,diagnosis,raw,0,0,0,0
controlled,environment-3881a05cffa1,base,full,0,0,0,0
controlled,environment-3881a05cffa1,base,no_duplicate,0,0,0,0
controlled,environment-3881a05cffa1,base,no_head,0,0,0,0
controlled,environment-3881a05cffa1,base,no_relation,0,0,0,0
controlled,environment-3881a05cffa1,base,no_support,0,0,0,0
controlled,environment-3881a05cffa1,base,no_cardinality,0,0,0,0
controlled,environment-3881a05cffa1,base,no_duplicate_cardinality,0,0,0,0
controlled,environment-3881a05cffa1,base,raw,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,full,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,no_duplicate,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,no_head,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,no_relation,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,no_support,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,no_cardinality,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,government-1b02073ace3b,shacl_context,raw,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,full,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,no_duplicate,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,no_head,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,no_relation,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,no_support,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,no_cardinality,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,environment-08f31c70d080,shacl_context,raw,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,full,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,no_duplicate,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,no_head,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,no_relation,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,no_support,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,no_cardinality,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-3bcd31489d79,shacl_context,raw,0,0,0,0
natural,environment-0c6bdf88582b,base,full,0,0,0,0
natural,environment-0c6bdf88582b,base,no_duplicate,0,0,0,0
natural,environment-0c6bdf88582b,base,no_head,0,0,0,0
natural,environment-0c6bdf88582b,base,no_relation,0,0,0,0
natural,environment-0c6bdf88582b,base,no_support,0,0,0,0
natural,environment-0c6bdf88582b,base,no_cardinality,0,0,0,0
natural,environment-0c6bdf88582b,base,no_duplicate_cardinality,0,0,0,0
natural,environment-0c6bdf88582b,base,raw,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,full,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,no_duplicate,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,no_head,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,no_relation,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,no_support,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,no_cardinality,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,finance-181bbc50a53b,diagnosis,raw,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,full,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,no_duplicate,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,no_head,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,no_relation,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,no_support,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,no_cardinality,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,finance-0ece511b91b7,shacl_context,raw,0,0,0,0
controlled,government-28de1bc53024,base,full,0,0,0,0
controlled,government-28de1bc53024,base,no_duplicate,0,0,0,0
controlled,government-28de1bc53024,base,no_head,0,0,0,0
controlled,government-28de1bc53024,base,no_relation,0,0,0,0
controlled,government-28de1bc53024,base,no_support,0,0,0,0
controlled,government-28de1bc53024,base,no_cardinality,0,0,0,0
controlled,government-28de1bc53024,base,no_duplicate_cardinality,0,0,0,0
controlled,government-28de1bc53024,base,raw,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,full,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,no_duplicate,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,no_head,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,no_relation,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,no_support,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,no_cardinality,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-1c5e4f114bd3,diagnosis,raw,0,0,0,0
natural,environment-243394657c39,base,full,0,0,0,0
natural,environment-243394657c39,base,no_duplicate,0,0,0,0
natural,environment-243394657c39,base,no_head,0,0,0,0
natural,environment-243394657c39,base,no_relation,0,0,0,0
natural,environment-243394657c39,base,no_support,0,0,0,0
natural,environment-243394657c39,base,no_cardinality,0,0,0,0
natural,environment-243394657c39,base,no_duplicate_cardinality,0,0,0,0
natural,environment-243394657c39,base,raw,0,0,0,0
natural,finance-0578051bec55,shacl_context,full,0,0,0,0
natural,finance-0578051bec55,shacl_context,no_duplicate,0,0,0,0
natural,finance-0578051bec55,shacl_context,no_head,0,0,0,0
natural,finance-0578051bec55,shacl_context,no_relation,0,0,0,0
natural,finance-0578051bec55,shacl_context,no_support,0,0,0,0
natural,finance-0578051bec55,shacl_context,no_cardinality,0,0,0,0
natural,finance-0578051bec55,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,finance-0578051bec55,shacl_context,raw,0,0,0,0
natural,government-123148e99b2a,shacl_context,full,0,0,0,0
natural,government-123148e99b2a,shacl_context,no_duplicate,0,0,0,0
natural,government-123148e99b2a,shacl_context,no_head,0,0,0,0
natural,government-123148e99b2a,shacl_context,no_relation,0,0,0,0
natural,government-123148e99b2a,shacl_context,no_support,0,0,0,0
natural,government-123148e99b2a,shacl_context,no_cardinality,0,0,0,0
natural,government-123148e99b2a,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-123148e99b2a,shacl_context,raw,0,0,0,0
controlled,finance-0578051bec55,base,full,0,0,0,0
controlled,finance-0578051bec55,base,no_duplicate,0,0,0,0
controlled,finance-0578051bec55,base,no_head,0,0,0,0
controlled,finance-0578051bec55,base,no_relation,0,0,0,0
controlled,finance-0578051bec55,base,no_support,0,0,0,0
controlled,finance-0578051bec55,base,no_cardinality,0,0,0,0
controlled,finance-0578051bec55,base,no_duplicate_cardinality,0,0,0,0
controlled,finance-0578051bec55,base,raw,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,full,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,no_duplicate,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,no_head,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,no_relation,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,no_support,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,no_cardinality,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,government-10a48db0d2e7,diagnosis,raw,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,full,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,no_duplicate,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,no_head,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,no_relation,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,no_support,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,no_cardinality,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-320f5d37ee44,diagnosis,raw,0,0,0,0
natural,environment-131aae4a913e,base,full,0,0,0,0
natural,environment-131aae4a913e,base,no_duplicate,0,0,0,0
natural,environment-131aae4a913e,base,no_head,0,0,0,0
natural,environment-131aae4a913e,base,no_relation,0,0,0,0
natural,environment-131aae4a913e,base,no_support,0,0,0,0
natural,environment-131aae4a913e,base,no_cardinality,0,0,0,0
natural,environment-131aae4a913e,base,no_duplicate_cardinality,0,0,0,0
natural,environment-131aae4a913e,base,raw,0,0,0,0
controlled,government-3235e3648e32,diagnosis,full,0,0,0,0
controlled,government-3235e3648e32,diagnosis,no_duplicate,0,0,0,0
controlled,government-3235e3648e32,diagnosis,no_head,0,0,0,0
controlled,government-3235e3648e32,diagnosis,no_relation,0,0,0,0
controlled,government-3235e3648e32,diagnosis,no_support,0,0,0,0
controlled,government-3235e3648e32,diagnosis,no_cardinality,0,0,0,0
controlled,government-3235e3648e32,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,government-3235e3648e32,diagnosis,raw,0,0,0,0
natural,environment-08f31c70d080,base,full,0,0,0,0
natural,environment-08f31c70d080,base,no_duplicate,0,0,0,0
natural,environment-08f31c70d080,base,no_head,0,0,0,0
natural,environment-08f31c70d080,base,no_relation,0,0,0,0
natural,environment-08f31c70d080,base,no_support,0,0,0,0
natural,environment-08f31c70d080,base,no_cardinality,0,0,0,0
natural,environment-08f31c70d080,base,no_duplicate_cardinality,0,0,0,0
natural,environment-08f31c70d080,base,raw,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,full,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,no_duplicate,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,no_head,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,no_relation,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,no_support,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,no_cardinality,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-0c6bdf88582b,shacl_context,raw,0,0,0,0
controlled,finance-0578051bec55,shacl_context,full,0,0,0,0
controlled,finance-0578051bec55,shacl_context,no_duplicate,0,0,0,0
controlled,finance-0578051bec55,shacl_context,no_head,0,0,0,0
controlled,finance-0578051bec55,shacl_context,no_relation,0,0,0,0
controlled,finance-0578051bec55,shacl_context,no_support,0,0,0,0
controlled,finance-0578051bec55,shacl_context,no_cardinality,0,0,0,0
controlled,finance-0578051bec55,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-0578051bec55,shacl_context,raw,0,0,0,0
controlled,government-2ff87373f537,base,full,0,0,0,0
controlled,government-2ff87373f537,base,no_duplicate,0,0,0,0
controlled,government-2ff87373f537,base,no_head,0,0,0,0
controlled,government-2ff87373f537,base,no_relation,0,0,0,0
controlled,government-2ff87373f537,base,no_support,0,0,0,0
controlled,government-2ff87373f537,base,no_cardinality,0,0,0,0
controlled,government-2ff87373f537,base,no_duplicate_cardinality,0,0,0,0
controlled,government-2ff87373f537,base,raw,0,0,0,0
natural,government-0133725f2f34,base,full,0,0,0,0
natural,government-0133725f2f34,base,no_duplicate,0,0,0,0
natural,government-0133725f2f34,base,no_head,0,0,0,0
natural,government-0133725f2f34,base,no_relation,0,0,0,0
natural,government-0133725f2f34,base,no_support,0,0,0,0
natural,government-0133725f2f34,base,no_cardinality,0,0,0,0
natural,government-0133725f2f34,base,no_duplicate_cardinality,0,0,0,0
natural,government-0133725f2f34,base,raw,0,0,0,0
natural,finance-11d9ca639481,diagnosis,full,0,0,0,0
natural,finance-11d9ca639481,diagnosis,no_duplicate,0,0,0,0
natural,finance-11d9ca639481,diagnosis,no_head,0,0,0,0
natural,finance-11d9ca639481,diagnosis,no_relation,0,0,0,0
natural,finance-11d9ca639481,diagnosis,no_support,0,0,0,0
natural,finance-11d9ca639481,diagnosis,no_cardinality,0,0,0,0
natural,finance-11d9ca639481,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-11d9ca639481,diagnosis,raw,0,0,0,0
natural,finance-0578051bec55,diagnosis,full,0,0,0,0
natural,finance-0578051bec55,diagnosis,no_duplicate,0,0,0,0
natural,finance-0578051bec55,diagnosis,no_head,0,0,0,0
natural,finance-0578051bec55,diagnosis,no_relation,0,0,0,0
natural,finance-0578051bec55,diagnosis,no_support,0,0,0,0
natural,finance-0578051bec55,diagnosis,no_cardinality,0,0,0,0
natural,finance-0578051bec55,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-0578051bec55,diagnosis,raw,0,0,0,0
natural,finance-0258ae926423,shacl_context,full,0,0,0,0
natural,finance-0258ae926423,shacl_context,no_duplicate,0,0,0,0
natural,finance-0258ae926423,shacl_context,no_head,0,0,0,0
natural,finance-0258ae926423,shacl_context,no_relation,0,0,0,0
natural,finance-0258ae926423,shacl_context,no_support,0,0,0,0
natural,finance-0258ae926423,shacl_context,no_cardinality,0,0,0,0
natural,finance-0258ae926423,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,finance-0258ae926423,shacl_context,raw,0,0,0,0
natural,finance-181bbc50a53b,base,full,0,0,0,0
natural,finance-181bbc50a53b,base,no_duplicate,0,0,0,0
natural,finance-181bbc50a53b,base,no_head,0,0,0,0
natural,finance-181bbc50a53b,base,no_relation,0,0,0,0
natural,finance-181bbc50a53b,base,no_support,0,0,0,0
natural,finance-181bbc50a53b,base,no_cardinality,0,0,0,0
natural,finance-181bbc50a53b,base,no_duplicate_cardinality,0,0,0,0
natural,finance-181bbc50a53b,base,raw,0,0,0,0
natural,government-1872a3147127,base,full,0,0,0,0
natural,government-1872a3147127,base,no_duplicate,0,0,0,0
natural,government-1872a3147127,base,no_head,0,0,0,0
natural,government-1872a3147127,base,no_relation,0,0,0,0
natural,government-1872a3147127,base,no_support,0,0,0,0
natural,government-1872a3147127,base,no_cardinality,0,0,0,0
natural,government-1872a3147127,base,no_duplicate_cardinality,0,0,0,0
natural,government-1872a3147127,base,raw,0,0,0,0
controlled,government-2fc4dd65e576,base,full,0,0,0,0
controlled,government-2fc4dd65e576,base,no_duplicate,0,0,0,0
controlled,government-2fc4dd65e576,base,no_head,0,0,0,0
controlled,government-2fc4dd65e576,base,no_relation,0,0,0,0
controlled,government-2fc4dd65e576,base,no_support,0,0,0,0
controlled,government-2fc4dd65e576,base,no_cardinality,0,0,0,0
controlled,government-2fc4dd65e576,base,no_duplicate_cardinality,0,0,0,0
controlled,government-2fc4dd65e576,base,raw,0,0,0,0
natural,government-2ff87373f537,diagnosis,full,0,0,0,0
natural,government-2ff87373f537,diagnosis,no_duplicate,0,0,0,0
natural,government-2ff87373f537,diagnosis,no_head,0,0,0,0
natural,government-2ff87373f537,diagnosis,no_relation,0,0,0,0
natural,government-2ff87373f537,diagnosis,no_support,0,0,0,0
