cohort,case_id,iteration,reason,utility,accepted,reference_f1_change,improves_reference,harms_reference
natural,government-980dec4afb3d,1,lower_utility_than_selected,0.18806953556636952,False,0.0,False,False
natural,government-ada4294cd92d,1,quality_regression:S_sem,-0.20264475014791616,False,0.0,False,False
natural,government-ada4294cd92d,1,non_positive_utility,-0.2572161787193448,False,-0.2142857142857143,False,True
natural,government-b7c8f18f7b98,1,accepted,0.18806953556636952,True,0.0,False,False
natural,government-b7c8f18f7b98,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-b7c8f18f7b98,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-b7c8f18f7b98,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-b7c8f18f7b98,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-b7c8f18f7b98,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-b7c8f18f7b98,1,lower_utility_than_selected,0.18806953556636952,False,0.0,False,False
natural,government-bc56e9dd7d05,1,non_positive_utility,-0.05597808348124961,False,-0.05494505494505486,False,True
natural,government-da0766bfb46f,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
natural,government-e9f38f0ecbce,1,accepted,0.18806953556636952,True,0.0,False,False
natural,government-e9f38f0ecbce,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-e9f38f0ecbce,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-e9f38f0ecbce,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-e9f38f0ecbce,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-e9f38f0ecbce,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-e9f38f0ecbce,1,lower_bound_violation:S_sem,-0.0619304644336305,False,0.0,False,False
natural,government-f8e7519208bb,1,accepted,0.18806953556636952,True,0.0,False,False
natural,government-f8e7519208bb,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-f8e7519208bb,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-f8e7519208bb,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-f8e7519208bb,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-f8e7519208bb,1,lower_utility_than_selected,0.18806953556636952,False,0.25,True,False
natural,government-f8e7519208bb,1,lower_utility_than_selected,0.18806953556636952,False,0.0,False,False
natural,government-ff34311b9ccd,1,non_positive_utility,-0.16693046443363047,False,0.0,False,False
