cohort,case_id,domain,proposal_status,input_f1,preprocessed_f1,preprocessed_exact,preprocessed_missing_occurrences,preprocessed_extra_occurrences,missing_relation_fields,raw_proposal_f1,optimizer_f1,no_cost_f1,oracle_f1,oracle_potential,oracle_candidates,oracle_subsets,oracle_selected,initial_no_violations,stopped_reason,accepted,no_cost_accepted
controlled,finance-e4f32f55fcaa,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-e5cefe6486f6,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-eb8e8950a296,finance,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,finance-ebe4be7a1419,finance,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-ec0f916cd849,finance,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,finance-ee6a443c2562,finance,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-fb959eef6800,finance,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,finance-ffe5d4112c11,finance,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-0133725f2f34,government,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,government-08f42137d50f,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-0aada7eebec8,government,ok,0.7142857142857143,0.923076923076923,False,1,0,1,0.8571428571428571,0.923076923076923,0.923076923076923,1.0,True,2,4,1,True,no_detected_violations,0,0
controlled,government-10a48db0d2e7,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,1,2,0,False,no_positive_feasible_action,0,0
controlled,government-123148e99b2a,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-1872a3147127,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-1b02073ace3b,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-1d0146f05f63,government,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,2,4,1,True,no_detected_violations,0,0
controlled,government-1e0b7611abe9,government,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,government-2259afc0e111,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-267561303433,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-27ceaef34223,government,ok,0.8571428571428571,0.923076923076923,False,1,0,1,0.8571428571428571,0.923076923076923,0.923076923076923,0.923076923076923,False,1,2,0,True,no_detected_violations,0,0
controlled,government-28de1bc53024,government,ok,0.7692307692307692,0.923076923076923,False,1,0,1,0.8571428571428571,0.923076923076923,0.923076923076923,1.0,True,2,4,1,True,no_detected_violations,0,0
controlled,government-2ae5e35394e4,government,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,0.8571428571428571,0.8333333333333333,0.8333333333333333,1.0,True,3,8,2,True,no_detected_violations,0,0
controlled,government-2b05bdf976f6,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-2fc4dd65e576,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-2ff87373f537,government,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-3235e3648e32,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-38d8e7495369,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-3973dc6cd196,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-3a5514dd8f33,government,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-3a91e39dc5b5,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-3e9dd9632fa8,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-3fce95ee7545,government,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-44de83980361,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,0.923076923076923,0.7692307692307692,0.923076923076923,0.923076923076923,True,1,2,1,False,no_positive_feasible_action,0,1
controlled,government-488d64df832f,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-4b806a9d69cf,government,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-4e8efca9eb4c,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-546aaf79e226,government,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-584133fdecce,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-5b9e64ef2b07,government,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,government-5ceb8fb7d460,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-6b8726993c79,government,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,government-6d75a9f8f58a,government,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-6e3b3a7375ca,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-75bedf0d3f3c,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-7e30032da8be,government,ok,0.7692307692307692,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-7e9b1177c4f5,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-7fbd640dd08e,government,ok,0.7142857142857143,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-82073dac50b0,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,0.8571428571428571,0.7692307692307692,0.7692307692307692,0.8571428571428571,True,2,4,1,False,no_positive_feasible_action,0,1
controlled,government-8b3b3df5b753,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-8db3107c9690,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,0.8571428571428571,0.7692307692307692,0.923076923076923,1.0,True,3,8,2,False,no_positive_feasible_action,0,1
controlled,government-8ddba1d9acf7,government,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,government-91a0194e75d5,government,ok,0.7999999999999999,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
controlled,government-9254d20b6e75,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-980dec4afb3d,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-9f6008ad8a0e,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-9f6d5783ec85,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,False,1,2,0,False,no_positive_feasible_action,0,0
controlled,government-a5edaa7050d2,government,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,1.0,0.7142857142857143,0.7142857142857143,1.0,True,2,4,2,False,no_positive_feasible_action,0,0
controlled,government-ada4294cd92d,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-af42e795d1d9,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-b02c90047f00,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-b396117a0806,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-b7c8f18f7b98,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,0.8571428571428571,0.7692307692307692,0.923076923076923,1.0,True,3,8,2,False,no_positive_feasible_action,0,1
controlled,government-bc56e9dd7d05,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-c0e6b8597822,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,0.8571428571428571,0.7692307692307692,0.923076923076923,0.923076923076923,True,2,4,1,False,no_positive_feasible_action,0,1
controlled,government-c436d37f700f,government,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,government-ca398e1837f1,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-cdd48286f4f5,government,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,government-d40628573562,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-da0766bfb46f,government,ok,0.7999999999999999,0.923076923076923,False,1,0,1,0.7142857142857143,0.923076923076923,0.923076923076923,1.0,True,3,8,1,True,no_detected_violations,0,0
controlled,government-db75dcfe1831,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-e4c52ac70bcc,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-e9f38f0ecbce,government,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,government-ed224b645343,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-eff0fd772bef,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,0.8571428571428571,0.7692307692307692,0.923076923076923,0.923076923076923,True,2,4,1,False,no_positive_feasible_action,0,1
controlled,government-f6d9be90456b,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-f6ff98e6b329,government,ok,0.7692307692307692,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-f75d2fddf269,government,ok,0.7142857142857143,0.7692307692307692,False,2,1,1,1.0,0.7692307692307692,0.923076923076923,1.0,True,2,4,2,False,no_positive_feasible_action,0,1
controlled,government-f8716e13e115,government,ok,0.7999999999999999,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-f8e7519208bb,government,ok,0.7142857142857143,0.8571428571428571,False,1,1,0,1.0,0.8571428571428571,0.8571428571428571,1.0,True,1,2,1,False,no_positive_feasible_action,0,0
controlled,government-fc2c1b8758a5,government,ok,0.7692307692307692,0.923076923076923,False,1,0,1,0.7142857142857143,0.923076923076923,0.923076923076923,0.923076923076923,False,2,4,0,True,no_detected_violations,0,0
controlled,government-fc4bd6117122,government,ok,0.7692307692307692,0.8333333333333333,False,2,0,2,1.0,0.8333333333333333,0.8333333333333333,1.0,True,2,4,2,True,no_detected_violations,0,0
controlled,government-fcfdfe2a6dc5,government,ok,0.7999999999999999,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
controlled,government-ff34311b9ccd,government,ok,0.7142857142857143,0.7142857142857143,False,2,2,0,0.8571428571428571,0.7142857142857143,0.7142857142857143,1.0,True,3,8,2,False,no_positive_feasible_action,0,0
natural,environment-08f31c70d080,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-0c6bdf88582b,environment,ok,0.923076923076923,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
natural,environment-0cc2a07302ce,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-114d47ef5968,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-131aae4a913e,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-1c5352baae54,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-1c5e4f114bd3,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-243394657c39,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-269d6428ec21,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-29ecdbb5e2da,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-2fdd1fa18a3a,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-3167138e25d4,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-320f5d37ee44,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-3881a05cffa1,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-38fd486ef1b7,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-47f0150f2fe7,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-4c4fd0e3970b,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-4d5c3e883e7b,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-5201f128f055,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-53794df293b9,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-549b9cc8bea3,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-563aa7b5d8de,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-5a0639970911,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-5a3e503d4347,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-5bad10ac94ad,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-5ea9b2dfede9,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-6aa1a102a25b,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-6cce9316c04c,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-6db751ebec56,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-6dced1da4463,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-6e7826456f25,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-79cb9f7c7242,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-7a53fc223f49,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-7cc9ffda6577,environment,ok,0.923076923076923,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
natural,environment-7fa21989e54b,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-8133c6cc066f,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-83515ec171d1,environment,ok,0.923076923076923,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
natural,environment-86fe686db66d,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-881c0e7d9761,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-8f82d82a5158,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-97367a3e7abe,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-97a02c0a8570,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-9bc6c831d815,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-9c3ab0518483,environment,ok,0.923076923076923,0.923076923076923,False,1,0,1,1.0,0.923076923076923,0.923076923076923,1.0,True,1,2,1,True,no_detected_violations,0,0
natural,environment-9d45c9c3e169,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-9db536bb5481,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-a27e6935c7d3,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-a34b1a59b069,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-b10c2ad002c7,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-b46968fd65e3,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-ba287414223a,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-be1577847f91,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-c319ffb1ccdb,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-c5faa69a302d,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-cd30ae6d9612,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-d07bfc701074,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-d0a4c0b22648,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-d1003fff57d3,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-d85e94093ccf,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-d9632e3ceaea,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-e6d105bc6108,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-e8fa022eb8f4,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-e93e62a9c5dc,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-e9800521eb9e,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-ea4bd75fc6b6,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-eaf5a5cb5f20,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-eb202076a891,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-eba5ef1e95ca,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-eeae7a82c6b7,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-f3188f3e4ca9,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-f3b91239aa3d,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-f5e29159a058,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-f73871bd51ba,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-fab407a396a1,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,environment-fe552181f4cc,environment,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,finance-0258ae926423,finance,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
natural,finance-0578051bec55,finance,ok,1.0,1.0,True,0,0,0,1.0,1.0,1.0,1.0,False,0,1,0,True,no_detected_violations,0,0
