policy,run_seed,scenario_seed,step,state,action_id,action,reward,next_state,done,q_graph,q_rule,normalized_joint,edits,calls,defects,rule_count
Rule First Then Fix,2,900002,7,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 1.0, 0.0]",6,mixed_rule_generation,-0.01543799831791412,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8780487775802612, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 1.0, 0.3333333432674408]",False,0.9436931729316711,0.9223170731707317,0.9375857158571171,1,2,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",5
Rule First Then Fix,2,900002,8,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8780487775802612, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 1.0, 0.3333333432674408]",0,isolation_cleanup,0.006277241554260121,"[0.9754189848899841, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 1.0, 1.0, 1.0, 0.5555555820465088, 1.0, 0.3333333432674408]",False,0.9506304144859313,0.9223170731707317,0.9425408883958744,33,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 22}",5
Rule First Then Fix,2,900002,9,"[0.9754189848899841, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 1.0, 1.0, 1.0, 0.5555555820465088, 1.0, 0.3333333432674408]",1,exact_deduplication,0.007275522899627819,"[0.9754189848899841, 0.9643765687942505, 0.9457167387008667, 0.9584393501281738, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 0.3925233781337738, 1.0, 1.0, 0.5, 1.0, 0.3333333432674408]",False,0.959205937385559,0.9223170731707317,0.9486662618956085,65,0,"{""dangling"": 49, ""duplicate"": 42, ""invalid_relation"": 64, ""isolated"": 22}",5
Rule First Then Fix,2,900002,10,"[0.9754189848899841, 0.9643765687942505, 0.9457167387008667, 0.9584393501281738, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 0.3925233781337738, 1.0, 1.0, 0.5, 1.0, 0.3333333432674408]",2,relation_repair,0.008634750337600531,"[0.9754189848899841, 0.9618320465087891, 0.97879558801651, 0.9584393501281738, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 0.420560747385025, 0.390625, 1.0, 0.4444444477558136, 1.0, 0.3333333432674408]",False,0.9686206877231597,0.9223170731707317,0.9553910835653232,39,0,"{""dangling"": 49, ""duplicate"": 45, ""invalid_relation"": 25, ""isolated"": 22}",5
Rule First Then Fix,2,900002,11,"[0.9754189848899841, 0.9618320465087891, 0.97879558801651, 0.9584393501281738, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 0.420560747385025, 0.390625, 1.0, 0.4444444477558136, 1.0, 0.3333333432674408]",3,dangling_edge_cleanup,0.006541953706741644,"[0.9754189848899841, 0.9608355164527893, 0.9782419204711914, 0.9834638833999634, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 0.420560747385025, 0.390625, 0.3877550959587097, 0.3888888955116272, 1.0, 0.3333333432674408]",False,0.9757626414299012,0.9223170731707317,0.9604924790701387,30,0,"{""dangling"": 19, ""duplicate"": 45, ""invalid_relation"": 25, ""isolated"": 22}",5
Rule First Then Fix,2,900002,12,"[0.9754189848899841, 0.9608355164527893, 0.9782419204711914, 0.9834638833999634, 0.8780487775802612, 0.8999999761581421, 1.0, 0.4000000059604645, 0.420560747385025, 0.390625, 0.3877550959587097, 0.3888888955116272, 1.0, 0.3333333432674408]",0,isolation_cleanup,0.0028200852584839313,"[0.9909194111824036, 0.9608355164527893, 0.9782419204711914, 0.9834638833999634, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.420560747385025, 0.390625, 0.3877550959587097, 0.3333333432674408, 1.0, 0.3333333432674408]",False,0.9788627266883851,0.9223170731707317,0.9627068256833414,14,0,"{""dangling"": 19, ""duplicate"": 45, ""invalid_relation"": 25, ""isolated"": 8}",5
Rule First Then Fix,2,900002,13,"[0.9909194111824036, 0.9608355164527893, 0.9782419204711914, 0.9834638833999634, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.420560747385025, 0.390625, 0.3877550959587097, 0.3333333432674408, 1.0, 0.3333333432674408]",1,exact_deduplication,0.003807896575927601,"[0.9909194111824036, 0.9839572310447693, 0.9777183532714844, 0.9830659627914429, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.1682243049144745, 0.390625, 0.3877550959587097, 0.2777777910232544, 1.0, 0.3333333432674408]",False,0.9832106232643127,0.9223170731707317,0.9658124660947183,27,0,"{""dangling"": 19, ""duplicate"": 18, ""invalid_relation"": 25, ""isolated"": 8}",5
Rule First Then Fix,2,900002,14,"[0.9909194111824036, 0.9839572310447693, 0.9777183532714844, 0.9830659627914429, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.1682243049144745, 0.390625, 0.3877550959587097, 0.2777777910232544, 1.0, 0.3333333432674408]",2,relation_repair,0.003175928306579501,"[0.9909194111824036, 0.98128342628479, 0.9910873174667358, 0.9830659627914429, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.1962616890668869, 0.15625, 0.3877550959587097, 0.2222222238779068, 1.0, 0.3333333432674408]",False,0.9866865515708924,0.9223170731707317,0.9682952720279894,15,0,"{""dangling"": 19, ""duplicate"": 21, ""invalid_relation"": 10, ""isolated"": 8}",5
Rule First Then Fix,2,900002,15,"[0.9909194111824036, 0.98128342628479, 0.9910873174667358, 0.9830659627914429, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.1962616890668869, 0.15625, 0.3877550959587097, 0.2222222238779068, 1.0, 0.3333333432674408]",3,dangling_edge_cleanup,0.0028789560890196864,"[0.9909194111824036, 0.9810810685157776, 0.9909909963607788, 0.9936937093734741, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.1962616890668869, 0.15625, 0.1428571492433548, 0.1666666716337204, 1.0, 0.3333333432674408]",False,0.989805507659912,0.9223170731707317,0.9705230978058605,12,0,"{""dangling"": 7, ""duplicate"": 21, ""invalid_relation"": 10, ""isolated"": 8}",5
Rule First Then Fix,2,900002,16,"[0.9909194111824036, 0.9810810685157776, 0.9909909963607788, 0.9936937093734741, 0.8780487775802612, 0.8999999761581421, 1.0, 0.145454540848732, 0.1962616890668869, 0.15625, 0.1428571492433548, 0.1666666716337204, 1.0, 0.3333333432674408]",0,isolation_cleanup,0.001031188869476274,"[0.9965753555297852, 0.9810810685157776, 0.9909909963607788, 0.9936937093734741, 0.8780487775802612, 0.8999999761581421, 1.0, 0.05454545468091965, 0.1962616890668869, 0.15625, 0.1428571492433548, 0.1111111119389534, 1.0, 0.3333333432674408]",False,0.9909366965293883,0.9223170731707317,0.9713310898554864,5,0,"{""dangling"": 7, ""duplicate"": 21, ""invalid_relation"": 10, ""isolated"": 3}",5
Rule First Then Fix,2,900002,17,"[0.9965753555297852, 0.9810810685157776, 0.9909909963607788, 0.9936937093734741, 0.8780487775802612, 0.8999999761581421, 1.0, 0.05454545468091965, 0.1962616890668869, 0.15625, 0.1428571492433548, 0.1111111119389534, 1.0, 0.3333333432674408]",1,exact_deduplication,0.002010811796188488,"[0.9965753555297852, 0.992707371711731, 0.9908842444419861, 0.9936189651489258, 0.8780487775802612, 0.8999999761581421, 1.0, 0.05454545468091965, 0.07476635277271271, 0.15625, 0.1428571492433548, 0.0555555559694767, 1.0, 0.3333333432674408]",False,0.9932075083255768,0.9223170731707317,0.9729530982813354,13,0,"{""dangling"": 7, ""duplicate"": 8, ""invalid_relation"": 10, ""isolated"": 3}",5
Rule First Then Fix,2,900002,18,"[0.9965753555297852, 0.992707371711731, 0.9908842444419861, 0.9936189651489258, 0.8780487775802612, 0.8999999761581421, 1.0, 0.05454545468091965, 0.07476635277271271, 0.15625, 0.1428571492433548, 0.0555555559694767, 1.0, 0.3333333432674408]",2,relation_repair,0.001520832424163907,"[0.9965753555297852, 0.992707371711731, 0.9963536858558655, 0.9936189651489258, 0.8780487775802612, 0.8999999761581421, 1.0, 0.05454545468091965, 0.07476635277271271, 0.0625, 0.1428571492433548, 0.0, 1.0, 0.3333333432674408]",True,0.9948483407497406,0.9223170731707317,0.9741251214414525,6,0,"{""dangling"": 7, ""duplicate"": 8, ""invalid_relation"": 4, ""isolated"": 3}",5
Fix First Then Rule,2,900002,1,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,2,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,3,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 0.0, 0.0]",2,relation_repair,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8333333134651184, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,4,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.8333333134651184, 0.0, 0.0]",3,dangling_edge_cleanup,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7777777910232544, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,5,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7777777910232544, 0.0, 0.0]",0,isolation_cleanup,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7222222089767456, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,6,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.7222222089767456, 0.0, 0.0]",1,exact_deduplication,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,7,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6666666865348816, 0.0, 0.0]",2,relation_repair,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 0.0, 0.0]",False,0.9436931729316711,0.0,0.6740665520940509,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",0
Fix First Then Rule,2,900002,8,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.6111111044883728, 0.0, 0.0]",4,deletion_rule_generation,0.18782482758620703,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.22499999403953552, 0.25, 1.0, 1.0, 1.0, 1.0, 0.5555555820465088, 0.25, 0.0]",False,0.9436931729316711,0.4796120689655172,0.8110985717984844,1,1,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",1
Fix First Then Rule,2,900002,9,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.22499999403953552, 0.25, 1.0, 1.0, 1.0, 1.0, 0.5555555820465088, 0.25, 0.0]",5,augmentation_rule_generation,0.057479999999999885,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.44999998807907104, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0]",False,0.9436931729316711,0.6333620689655173,0.8550271432270558,1,1,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",2
Fix First Then Rule,2,900002,10,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.44999998807907104, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.0]",6,mixed_rule_generation,0.11495999999999999,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4444444477558136, 1.0, 0.0]",False,0.9436931729316711,0.9408620689655172,0.9428842860841986,2,2,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",4
Fix First Then Rule,2,900002,11,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.4444444477558136, 1.0, 0.0]",7,low_precision_rule_pruning,0.0,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3888888955116272, 1.0, 0.0]",False,0.9436931729316711,0.9408620689655172,0.9428842860841986,0,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",4
Fix First Then Rule,2,900002,12,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3888888955116272, 1.0, 0.0]",4,deletion_rule_generation,-0.00940614990025632,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8925619721412659, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333432674408, 1.0, 0.3333333432674408]",False,0.9436931729316711,0.9273966942148761,0.9390370361554441,1,1,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",5
Fix First Then Rule,2,900002,13,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8925619721412659, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333432674408, 1.0, 0.3333333432674408]",5,augmentation_rule_generation,-0.012670985378258146,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8307692408561707, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2777777910232544, 1.0, 0.6666666865348816]",False,0.9436931729316711,0.9057692307692309,0.9328577608852597,1,1,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",6
Fix First Then Rule,2,900002,14,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8307692408561707, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2777777910232544, 1.0, 0.6666666865348816]",6,mixed_rule_generation,-0.013962728804042784,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.7883211970329285, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2222222238779068, 1.0, 1.0]",False,0.9436931729316711,0.890912408759124,0.9286129545966577,1,2,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",7
Fix First Then Rule,2,900002,15,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.7883211970329285, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2222222238779068, 1.0, 1.0]",7,low_precision_rule_pruning,0.01991986408255725,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1666666716337204, 1.0, 0.0]",False,0.9436931729316711,0.9408620689655172,0.9428842860841986,3,0,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",4
Fix First Then Rule,2,900002,16,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1666666716337204, 1.0, 0.0]",4,deletion_rule_generation,-0.00940614990025632,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8925619721412659, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1111111119389534, 1.0, 0.3333333432674408]",False,0.9436931729316711,0.9273966942148761,0.9390370361554441,1,1,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",5
Fix First Then Rule,2,900002,17,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8925619721412659, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1111111119389534, 1.0, 0.3333333432674408]",5,augmentation_rule_generation,-0.012670985378258146,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8307692408561707, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0555555559694767, 1.0, 0.6666666865348816]",False,0.9436931729316711,0.9057692307692309,0.9328577608852597,1,1,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",6
Fix First Then Rule,2,900002,18,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.8307692408561707, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0555555559694767, 1.0, 0.6666666865348816]",6,mixed_rule_generation,-0.013962728804042784,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.7883211970329285, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",True,0.9436931729316711,0.890912408759124,0.9286129545966577,1,2,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",7
Myopic Greedy,2,900002,1,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",6,mixed_rule_generation,0.2453048275862069,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.44999998807907104, 0.5, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.5, 0.0]",False,0.9436931729316711,0.6333620689655173,0.8550271432270558,2,2,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",2
Myopic Greedy,2,900002,2,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.44999998807907104, 0.5, 1.0, 1.0, 1.0, 1.0, 0.9444444179534912, 0.5, 0.0]",6,mixed_rule_generation,0.11495999999999999,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 1.0, 0.0]",False,0.9436931729316711,0.9408620689655172,0.9428842860841986,2,2,"{""dangling"": 49, ""duplicate"": 107, ""invalid_relation"": 64, ""isolated"": 55}",4
Myopic Greedy,2,900002,3,"[0.9407327771186829, 0.9139871597290039, 0.9485530257225037, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8888888955116272, 1.0, 0.0]",2,relation_repair,0.00814282724380511,"[0.9407327771186829, 0.9115755558013916, 0.979903519153595, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.028037428855896, 0.390625, 1.0, 0.8333333134651184, 1.0, 0.0]",False,0.9526160001754761,0.9408620689655172,0.949257734115488,39,0,"{""dangling"": 49, ""duplicate"": 110, ""invalid_relation"": 25, ""isolated"": 55}",4
Myopic Greedy,2,900002,4,"[0.9407327771186829, 0.9115755558013916, 0.979903519153595, 0.9606109261512756, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 1.028037428855896, 0.390625, 1.0, 0.8333333134651184, 1.0, 0.0]",1,exact_deduplication,0.007894764833450184,"[0.9407327771186829, 0.9626485705375671, 0.9787775874137878, 0.9584040641784668, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.4112149477005005, 0.390625, 1.0, 0.7777777910232544, 1.0, 0.0]",False,0.9618307650089264,0.9408620689655172,0.9558397089965238,66,0,"{""dangling"": 49, ""duplicate"": 44, ""invalid_relation"": 25, ""isolated"": 55}",4
Myopic Greedy,2,900002,5,"[0.9407327771186829, 0.9626485705375671, 0.9787775874137878, 0.9584040641784668, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.4112149477005005, 0.390625, 1.0, 0.7777777910232544, 1.0, 0.0]",3,dangling_edge_cleanup,0.006552032852172807,"[0.9407327771186829, 0.9616724848747253, 0.9782230257987976, 0.9834494590759277, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.4112149477005005, 0.390625, 0.3877550959587097, 0.7222222089767456, 1.0, 0.0]",False,0.9689827978610992,0.9408620689655172,0.960948303890933,30,0,"{""dangling"": 19, ""duplicate"": 44, ""invalid_relation"": 25, ""isolated"": 55}",4
Myopic Greedy,2,900002,6,"[0.9407327771186829, 0.9616724848747253, 0.9782230257987976, 0.9834494590759277, 0.931034505367279, 0.8999999761581421, 1.0, 1.0, 0.4112149477005005, 0.390625, 0.3877550959587097, 0.7222222089767456, 1.0, 0.0]",0,isolation_cleanup,0.006277241554260343,"[0.9754189848899841, 0.9616724848747253, 0.9782230257987976, 0.9834494590759277, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.4112149477005005, 0.390625, 0.3877550959587097, 0.6666666865348816, 1.0, 0.0]",False,0.9759200394153594,0.9408620689655172,0.9659034764296904,33,0,"{""dangling"": 19, ""duplicate"": 44, ""invalid_relation"": 25, ""isolated"": 22}",4
Myopic Greedy,2,900002,7,"[0.9754189848899841, 0.9616724848747253, 0.9782230257987976, 0.9834494590759277, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.4112149477005005, 0.390625, 0.3877550959587097, 0.6666666865348816, 1.0, 0.0]",1,exact_deduplication,0.0038155498123168944,"[0.9754189848899841, 0.9848349690437317, 0.9776985049247742, 0.9830508232116699, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.15887850522994995, 0.390625, 0.3877550959587097, 0.6111111044883728, 1.0, 0.0]",False,0.9802755892276764,0.9408620689655172,0.9690145834384881,27,0,"{""dangling"": 19, ""duplicate"": 17, ""invalid_relation"": 25, ""isolated"": 22}",4
Myopic Greedy,2,900002,8,"[0.9754189848899841, 0.9848349690437317, 0.9776985049247742, 0.9830508232116699, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.15887850522994995, 0.390625, 0.3877550959587097, 0.6111111044883728, 1.0, 0.0]",2,relation_repair,0.0031790277481078214,"[0.9754189848899841, 0.9821587800979614, 0.9910793900489807, 0.9830508232116699, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.18691588938236237, 0.15625, 0.3877550959587097, 0.5555555820465088, 1.0, 0.0]",False,0.9837546169757844,0.9408620689655172,0.9714996032585652,15,0,"{""dangling"": 19, ""duplicate"": 20, ""invalid_relation"": 10, ""isolated"": 22}",4
Myopic Greedy,2,900002,9,"[0.9754189848899841, 0.9821587800979614, 0.9910793900489807, 0.9830508232116699, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.18691588938236237, 0.15625, 0.3877550959587097, 0.5555555820465088, 1.0, 0.0]",3,dangling_edge_cleanup,0.002883587369918912,"[0.9754189848899841, 0.9819657206535339, 0.9909828901290894, 0.9936879873275757, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.18691588938236237, 0.15625, 0.1428571492433548, 0.5, 1.0, 0.0]",False,0.9868782043457032,0.9408620689655172,0.9737307370942215,12,0,"{""dangling"": 7, ""duplicate"": 20, ""invalid_relation"": 10, ""isolated"": 22}",4
Myopic Greedy,2,900002,10,"[0.9754189848899841, 0.9819657206535339, 0.9909828901290894, 0.9936879873275757, 0.931034505367279, 0.8999999761581421, 1.0, 0.4000000059604645, 0.18691588938236237, 0.15625, 0.1428571492433548, 0.5, 1.0, 0.0]",0,isolation_cleanup,0.002820085258483709,"[0.9909194111824036, 0.9819657206535339, 0.9909828901290894, 0.9936879873275757, 0.931034505367279, 0.8999999761581421, 1.0, 0.145454540848732, 0.18691588938236237, 0.15625, 0.1428571492433548, 0.4444444477558136, 1.0, 0.0]",False,0.989978289604187,0.9408620689655172,0.9759450837074242,14,0,"{""dangling"": 7, ""duplicate"": 20, ""invalid_relation"": 10, ""isolated"": 8}",4
Myopic Greedy,2,900002,11,"[0.9909194111824036, 0.9819657206535339, 0.9909828901290894, 0.9936879873275757, 0.931034505367279, 0.8999999761581421, 1.0, 0.145454540848732, 0.18691588938236237, 0.15625, 0.1428571492433548, 0.4444444477558136, 1.0, 0.0]",1,exact_deduplication,0.001858029851913541,"[0.9909194111824036, 0.992707371711731, 0.9908842444419861, 0.9936189651489258, 0.931034505367279, 0.8999999761581421, 1.0, 0.145454540848732, 0.07476635277271271, 0.15625, 0.1428571492433548, 0.3888888955116272, 1.0, 0.0]",False,0.9920763194561004,0.9408620689655172,0.977443676458791,12,0,"{""dangling"": 7, ""duplicate"": 8, ""invalid_relation"": 10, ""isolated"": 8}",4
