uid,score
1E94C910BCD02CB003D153EE96BD67C7,
EB3DC268918BE5AB1C6B6F45562085F4,
C8B485B825E01964A6BF153259F411C4,
361E9CBE48C15749F2FE2220092A0ED1,
82A786FCE5719D008B2EFA56A37AFD1F,
A3CA15FD3A86958B7F5D782E3C6A2AAB,
C30D7969C6C41C0591D75E194F1FE6E3,
D5512FBCA8FE9D27D806460CA353DE7A,
10CA86E60130612B8BFAD1A799E6DE58,
6B00DBD50C6F95A91B3DBDF3EF5834AF,
A08F77292EFA525DF210EC034B848C22,
7AB3D3751ADFEAF9F3477B5F5F78A846,
9760A0B9075B74B242C2FDD195AD71B6,
5C8BEBE152E3FC4E3BF13D3B052E3DD0,
83959F76C0759AC266E3B1324874FB3A,
9D0A42033FB7777D85BE92A8B5CCB004,
7F8EEC855928EE967ABBC25336B4D42B,
EF2A4E42228D105EDEF3B4FF4F268046,
90CA5CD03A1639FDE5093C72AF450479,
676426E9BCEB49052AAF94919157F02E,
BB9230993435281A7CF14759148CF5DB,
4C8956E1A9FE2B395B57DE956C6CECFD,
5DEFCAB20A0309B677987B874A842010,
D0DEF430D4881E269761F4CB907F0790,
3E31BB49B3132C464F4DCA6FAB332995,0.85
7084752631463B2ACC119606160C5289,0.95
3ACE6E10DCC1E0BAC459048448B82677,0.85
5EC454304A8E4D5F7A5805B0692D0CC1,0.85
CF8224463EC2AE6967F15D1366B9FC5A,0.85
AA5B65C367BD024FAA2F7138DEBFBEC8,0.75
FA752D5D7B98AABFBC780090F341A3BC,0.85
6770C96A470C62A842151D29E1EDEEFE,0.85
B79656E0C4C39D8C57423D611D6A5002,0.85
B337B61EBCE8A00DA8FE029C52EA0DD9,0.95
7A582A4B87A8441465CD6B2EF6F63A11,0.65
51E465B8C702EF69C8A586CB1E40EFA7,0.85
F139D4C20391B7025C4AAAF2E324D971,0.85
81F7915B30C958BE7C8480BB5E6D1BAE,0.85
71A4D12BCD970BC6CAE2BA285C6AF9E2,0.65
CA86CCE1EE111D2C343F2D1C447DF536,0.85
891022732760C5045C77073C12FE05F4,0.85
732FF208F37A859F50624FB34DB191C7,0.85
ABAEF059D649050C421E5F9A99865E0F,0.85
7E3CCA7BD3EA7B9332C3A5EB1E9C713F,0.85
3C462439A299D2AFAC40620F298A6D62,0.75
A88F584DBC15D31E284EB14A9F8BE3F5,0.65
5A0661E2B3349D2473D0042F3CDB9FF5,
9A1579C1875E85B18946B4A1DAB6058C,
5ABC86C16D92EBBEC50E4E9BF12D2B5C,
FCCE5DEEEFF5A3FE39C151808E46F86B,
5862CD5D2A831B17B16282F8E78A2978,
F97EA31E5432B1B6F5B4E47AD83655EF,
0FA03212FB57D14BD3BF4D9ABAA1A5C6,
ECB2DD44ECFE09F1E9B619A3C7B20AAA,
4C4C759AD7BD339D863396FDCD186002,
BDF4C2F27C47CD8CAF58773E52675919,
5372D93AA098162677EBA1EC6D552BA4,
F31C96201A7AC5CF2F19E17F4DECC8AB,
3044D0BD8E5BD3F49E760972FCC8C45D,
DFD1F173C8693CBE45B18A9DF3557870,
9AB89B97EDDAFB98C0BB495ADB6D8FD2,
B24703C16B5C8C6E7495373770A077FC,
553BAE8720A8543A4B5192EC52974EDB,
24EE04F51A16EA7B7FED00DB78EB1742,
4D42CD1FBCB1C7A91598647124AE5902,
8679EEC2D6601F84B253406FC16DCED5,
21B52C6E3FF24EB0466FAF477B654D10,
53C151A69884DA9C5CCD14AF7FA02964,
32A00996AAC06C94B6F9D6005F060A96,
26B99D9C623CE36134E4F49C70BD57DF,
C20B021EA39DDB6459300B41CBB9FD24,0.75
B29544FA0C9943F8EBF69F43F0924AF1,0.85
85E06EFF33DCCAAB5352E0B08BAAEE2B,0.85
00244EB6F44C4731D370747137653388,0.85
12872B9D93A116C2EC8CC605F7BA36D6,0.85
85F7ADE7304786233F3DB36EE37BA127,0.85
83D0410A4DA6E45116024CB40D196308,0.75
FB04B7B21807C62EEA99DE98DF74945D,0.75
23DD6ECFAAB30721B15503B70F999295,
12B0595A85751E2008FAA0BBC14F9A09,
231E6C563836F98940E015516325205F,
DD8B7451983B2F820B228542F43C44C7,
CAE75BF56C5A95861CEDABB0E1AFA236,
1FD14E2D392788435B54C4E7FC902DA6,
D58C9DF35A1B1C1C567C9C4DF02F4136,
91186365FAFE8E7BA82756F52E82811B,
6BBAABD86A890114661A04F8F119B504,
241C7FC87B8359A9D5E984353AD3E202,
29BC34546D6332ED75359B2D6386CFC5,
E9E6D9986CE805B80E31A9ECDABBC708,
B8CC36EEE4EA8FEB08928EFC74EC72B6,
D68FC9B309C67C0246F377B347E317F0,
74624C26FAC3A4AFB4A153ED83903DE7,
12264B0DAA5DE793E07725BF60A67025,
D61C2BE69DC31D2357CCBED35FEF3B05,
5650F1B365FA10120E1B2055CCD58D08,
EC781E1DB15A06620338C33672EF7BE8,
AFBBBD4950D13C7248D26E1EDF065548,
A62A36B7E6A6A773035EED1E9E5FA160,
1F8AA95D0D93B7BE275365500D9EBD5C,
F2BCAC86A846CD486D4999EC7C35416B,
87AAE7C67326631817AF1261E26C158E,
1A1510B3CD0CADC253E8B98288B0AFE1,0.65
F73752D983D8F20BF6A56D40F78C0D49,0.85
990A34D404998EC9EFD3D381483992C3,0.85
A3B1C6A55AFD1C2350DB7EB129B8E97D,0.85
618F781D09F8E8F29ACF2736E9CCFD92,0.85
8BD9C052A19862C8F7F2C6DD0CFE8F71,0.4
764FB5375151A345CD5E4321ABC45034,0.6
AA191C5102890A6CAFBE5467E12367CB,0.65
77BEC5D8EAC97FB0EE286D9FE3DC1BB2,0.85
878DEC7A6D319D7EB1856109F3CD6C44,0.85
6BFC6124338210AEFC6EC39BA82BD708,0.85
35BDA7D1F65FB32E654D98EA184E1C6B,0.85
5A1D43BE93F24DFC9C37AA84582FA047,0.85
22E8785A79491C33CA50D131BE7C0CFF,0.85
5DE017EDACFD5CC477AD73329EEAF067,0.85
C09A9755B47872A42693E0B6374EA143,0.85
37C7FD221FE9B50EE09EFE13F98C1D09,0.7
9084DA602AA1C7239EA492862BCC3C77,0.85
14BD5981B6C179857068396670E33F06,0.65
CE0C16BE3147CC6DE6369719F90673D3,0.85
17E94FF6548E6FD43D6B5D800D9E6F30,0.85
A1ACEE85F54C40B97A4A540C20E1DC7B,0.75
2D989FE54686ABB774017B6E7D83C9AD,
8DB213B8D70C311D09059E7E49A092D3,
82919890EF5CCBB868EF5EE40BCB70A0,
1C6EE3501FE217839FD4F1B6117E27DF,
EDCAE5F8BE75EA4DC9DF5242539F0262,
75E1F9193DC30755184022B6AA5F9163,
C60EFE695CEEDBB5CA01CF39628ACCCD,
EBDBF86C6D6A750076F6DDB208124B32,
D3153C87A8EB64DF5AB5823D645C203F,
C29B96F66DEFA721C337D1F806D19979,
7C5D8ED1678D47F5B0DDF035D893543F,
A841E26E78E62AF86A8C8CD60480E5A0,
0C748B71101A57AF82C75C765CE27C4C,
E06FCBC8B4E263C04595AD197B9A8718,
61A5CA6F6B0E4054BE1523B49BE4B9F8,
E16A82A9A4C20470BAF8E98F6DA09960,
C435C9E7B1DCE9BEF8F8F9852D1C3DF6,
E35E1702C40292122013D46F1A70181E,
5A9F7E4B0C20BD1A337959DAAC647A0B,
9176C5D5AEEF42958732144E1EC449D7,
31ED6AD8258AA2A19AC6BEA0B413886C,
00789ADB649093FA22E82817F32EEE1D,
REPEAT_ID_999,
3C9BFEF95138B33184E6FEF5378193DD,
4D109A890940B3C3D3D828FAE13B1880,0.6
007F455E8CED0296B85078DEA401E005,0.75
A11471D574E7EAD6D0A312B73D0B426F,0.4
3DB7E82B20A1DEB79C6CE8A826E9F2B8,0.85
45BA200AB379803F497DB631B1DD8680,0.85
5F7D0F034CAD4EEF042A57DC4DB4C8CC,0.85
BE947BD0542F9D107AEE41607668DB38,0.3
8867B07C53FF52E4CAAA7C9575E01D9F,0.4
7D7D3764182C466290BBC82D7DD7CED1,
B1CB4615E534CC9104B6C32B1AB48AE7,
8A0C5429342E1013004CE9006664DE8D,
9CED100309487A6F7914EC6A80458358,
REPEAT_ID_999,
157313EB20BD126DE5045E83991D949F,
13750A2FB78C5860EFCF2F20B132084F,
817D9933D650064496B18239ECB806F9,
93E9FE9D1E201D7566B3FC496676B9F6,
87FB722884993F99E2A5DB8CEA408C2D,
579E82B4B8AE129297C73533BC88703F,
B7DD95D863F017A07612812894A2F5B3,
60784BA63789AD7CA729751078045B3F,
732698C13AA6A24397DA9F3CE58A2B09,
8EFE04036FFCEA5BA84B7AC04CFB43D0,
0A0D99D965B8C9043D0938EEBBEB9E51,
C89848C81F5F22F2ACCBDCE48A1B26A0,
A9F95A894F8B0B73DA8C6C12CB3E5604,
093C8AE07B1FDB64058382B0A23773BD,
918152A266DA6F58D134AD4F1F1C8CFF,
B5BFD9A55551750FBDE78F614C83ED3D,
2A89E741F69E3E205BAED5EE15C098E9,
1D69AB8546BBF88F8B8395F2C7A10CC8,
A9D2914423CF8CFFF1DCD5E8EB319570,
D399277F6E4B7D69B099B4874B45ABCD,0.85
90F43A7D8E8831CF960BB42C4AF994A9,0.85
7008EFA2A186D818132978D939E36C12,0.4
CE62CC36957E0EAAAEC125779C4044A6,0.85
60DFCD8CA8F0947D2564B356A3187691,0.65
1020B6D35E831193523A3F955CFCCB47,0.85
FD1233F30968E209FAF53A7D7ACB1A82,0.3
A55B4288388E505D1F157066FBE593F2,0.65
C9BCCA64725FB39A6B18DF4D555A3481,0.65
33026F39F6C4CDF532C03B8FE45144AD,0.75
A9BE6CA3A8A10399436E0D7F5CC5FCCF,0.6
FA752D5D7B98AABFBC780090F341A3BC,0.85
F6C14ECC4DA2317346960C1C65CA7801,0.6
E0AC6141051A25F985CA90FC7BA209FF,0.65
F223D7F269D557D6A20CF2EBCC986640,0.85
A126ABC20A0BECD3D7A3AF5C5A557EF7,0.1
44D57CA8880D37F85716C52DE904318C,0.65
516136C347FCB00C8D5B79743F52A306,0.75
137F578BCEE1B17E91817413CE5B3FC8,0.85
42394D7C5EE93976E4A504364F517B1E,0.85
4062E9623A9B0F0DE05945481DF69377,0.85
E2534ADCDD346AEE43135341C04FD221,0.4
1C9D3FEEA8AA921CE770374C2BA05BB1,
EB2440E389E2CDD0735B12E3160E037B,
425734A04A454FE812ABF1123C1D8E3B,
2BC6BDD2DFED44FD5DE9DCFBB0080201,
E1BF5DC851A5F4BF358D1F69A14703E4,
1D6F884FCA5C837B736F894E25468F76,
0B856888F64CF4A2208765D43497A7B1,
09C379FC160E870E6898FAF06B5B7874,
16ABD6096EC4B152BBEC062AD6E8D7C3,
BCCB6A06D02B7A2D87F82C1B8A2A3798,
C6FFFB37D0DF934570D0F8545EEB8575,
7C386DAD70C502C0817D78B92483474D,
9060075FBDB11E81FAB6D1F16ABBD10D,
2EF20BDCB7CFE7B05D818B4C00082301,
D1D97F66B8036BB0C1C3CBE9B7A807B8,
0C2EE9BBB2524124746F708FE6790FBA,
600497961A78D71EF3570B274F29DCF1,
023627F1BA7606C286319137FCF88462,
B0299AE6375AB6F6260F9900A5E57CFC,
204189CCBF55B132F381A5EA47C060A3,
88EBA4AFEE287309D9D68458863640E4,
C3ECE9BC5861E1F585CCFD464341B62D,
4593DC4E6133A1EFDF4E535503DD6B77,
DD444819D5209D9343317F1655F29E46,
2132D096D49E4D15A67146DF0A64FC87,0.4
DF978A1D33715EE7048276601D477F7F,0.4
3D073C8E7BD36A679B992606438B9000,0.85
SAME_UNID_123,0.4
78476BAD29666C7770DD443F40C33E5D,0.75
F15A2B9952BFED20BEDECE4085E0C9DB,0.85
992ABB08D4D59E17970162645094BFE3,0.75
48BC62E6167083850CC853718FE17954,0.65
8BE88141A74415FB727765B55114B78F,
42191BB7CB54DFC1F093DEAEDAC28905,
19EEFD5A2A6C7A6166FCA005B68CD1E1,
REPEAT_ID_999,
4565123FA936CE6F84134519BC037803,
9F0EBA254C3B54B242D561D79BB27DAC,
1F33597CE16FAB1255869F24EDCDE741,
554ABD1F874F4FCB8CD7DED3411351B7,
C1355B17BD3D2858D31082858ED25CA5,
E95511FF3ED00D2402F7DEDBAF23ADDD,
0E96EEE5346DBE1190FA652A352B8F57,
15FE5F804B4E94B5EE7B0A540D802FA0,
56F628DE0543B3A098EA6D249B0520EF,
D19CE52D5A2C30F840D5BFF4F441DD5B,
E8E9C21B828326826EF9B96A54B448A6,
43452D3DE501D1057129F599AF2CAB6C,
9628D71F2BE108C891886BB1DAFB470C,
F8BC006ECBABB9AB6BDAADB2525B48D5,
4E3A99DF0EFD7A773C1714C89EEB5CC0,
6775DDB1A20D3135702D7DE4E30E5225,
EA29C022F42F42DF6B7670C3CF5752C4,
5A74CE4268FB1D9497B6C530B8D45DEB,
E688096A2A00E593D22C8A4E52A70C49,
2B10B3FDFFDA8E39DC161EAEE282C428,
F87E3D4DDE1691325D9DB517944D31E8,0.4
9D7D036BDB0CDF5A61E58CAC105AF295,0.95
B5AFA4AD6835F54A26E90B0E189BEBFF,0.75
D38E39F1B92395753CA146A0B47552BE,0.75
7B37172D140DE4FE64884C0507E4DA4D,0.85
A1ACEE85F54C40B97A4A540C20E1DC7B,0.65
77F0DEA91C9BBD32D3FCC90C38769B3B,0.4
11A90CF08AB3AD7344363009C83D8823,0.85
114E6322882337189F52CBE63096BA35,0.4
2820BDB1D6095B070C064F38CCC590AF,0.75
8715413AA7B45B2BF03B76F501F778E4,0.75
13128CE3A85B11A1403952B887EA51E9,0.4
433713448E279BFE75AB7E00F77507B4,0.85
B4AEDFAAA5474752BD0855E616630010,0.85
5D425CE19E49B1A9B38C71FBF3851E7D,0.85
DDFDDE1DBCFB9798F5AEB956ABFE2B9A,0.75
7052BE7CCBF5574BBFD3FED80518CB5B,0.75
SAME_UNID_123,0.65
DUPLICATE_001,0.4
159A0AF2FDB5AF56E369D225D79C8589,0.65
CDB0BBE4DC54F28E88BFFB69674709BE,0.3
D68FC9B309C67C0246F377B347E317F0,0.4
5BBF750C4CADF4CB55832E7BDDACAADB,
D5C50E5A8BB5017034BCBC79582C09BF,
38633BA963D0BB5A520BC2F882A8073B,
B8DBFBB0F5596925EC72C9EAF4570437,
DD64208A0D837845631AADC861501598,
E6AE3FC40C0A4FEEBA969C187415F938,
5F949FE5B8CFD75B8DBBD9A3686BFFAD,
SAME_UNID_123,
F4F411F4FB7552B24EDD4078A3278F54,
BD3B1D05D1FFD9C3840C50586B308AAD,
FB5FB5171C734C815A3808B532F749BF,
949836C466BEF67F06AFD6CA27581422,
SAME_UNID_123,
ACC2F57B77D315B8D27D195D05C50256,
85C01586E44661B2DDCEB0A603BD6634,
1597BC0C99ECB9F8192936E86A17D2C0,
379D877E11B627465FDC6A0C461F0D43,
AE3F17CB583931F4AD11366FCD8B06BC,
818ECB86242340728932A941A68A2648,
636672A29AA9B5196D759ABC841CED3C,
5A95C90CAF9AB8A8346505FD119E5B20,
478985DBCC46A325031E33F5B9960D7C,
830E1F132FABB36E4F34BAE6BBA0DFA3,
AF8DB24A4CB0C2C7483F17BCEB33C95D,
A2402CC58BFC48EFAB163B0D783770AB,0.75
8460ACA3D1ECB26048DF3C259C1A4AF8,0.75
A7587865D7DD09FA3DA0DAE4A8ED7BDB,0.65
92C6D3106F31EE3863949122BE89A5A2,0.75
740540FEA2BF2E84973997B8F4A8B6E8,0.75
99B28F49640AABFEAAA3DFDFAE5B3831,0.85
76A27E534DA3AE6B5E6DAE22EEE942EB,0.65
B01CCB3EF6A03615D60F2A9CB2E7F7B7,0.85
05C07044EA4BC7172A24667E883AE1B1,
A211EEA89AAE2C5E98E2E1D1265CC6FB,
REPEAT_ID_999,
226E26B4A46312790F8FB799F390D48C,
390D944F0A91E7FF8F0DCA5C329D4E75,
93F780E40E861FBCB75B6E2B66F09BFB,
AFF58C1CEF414EF8F7F177160E59719F,
12264B0DAA5DE793E07725BF60A67025,
BEE6C05FD916341CD10738EA3013D567,
D87533E4B47444D188A2EBEDDE615026,
8B8C6F761E448D0515A5B52A43331282,
2B5BE0E536C4450FE26DA033897C0450,
76AC484A57757D577FCDDA5AC1469577,
233EF0EB50F605053B0EC980C8518C08,
1E7953D3692C7421799AFE599301F95F,
7C0C6E86EDCD1FB7B2D3E69DE945C8A8,
BC541390DB60AFBBB64C939C3B1D1ADA,
A2C1C069FA48F3F11BF6A33B9F3A4416,
17D84E209A825BC41E0390CABE434624,
DC3F2F36EA6006A6006C2A81B45869F8,
C041971463C52157DC7C2A6088508B19,
FF7A8C994EE9DF08D5ACFEAC8776945C,
C875D292DDF7735FCAC81AE384F633E0,
30B931852878A1FAB3AA1044D12DC6AE,
05021D03597180688B6DA5D3D2E04D14,0.85
E231B6D6101B1E71A549B79FA5EB387A,0.7
6F0E85985AA9D8AC8E4E46ED9032E522,0.85
9D979E225EDD1A5B72D33F4639801F8F,0.75
0A61AFD63BB06020F9FF5E6930AA718D,0.85
4ED2F3889A1B3D8D9BC8CFAA8252B883,0.65
C22369C7273FD24889A01BCE63AD2C71,0.85
62CAC6C48DBDF757E9B378726B803480,0.4
A3B1C6A55AFD1C2350DB7EB129B8E97D,0.65
9CCFD04EC5A0FA82ED6511BEA9FD5E07,0.3
REPEAT_ID_999,0.4
91EDB3E1502B36FB610A753584224B3B,0.85
04E5600B40C9D37ABCC6489708BDB917,0.4
5FD8FF70605CF8CC3180666381D8DF0F,0.75
DUPLICATE_001,0.85
AC6677AF8007BD3B65DBFB56DC67EB6E,0.85
3663F27B77DDA764E7CB67CEF0006925,0.75
68CBF73D5A3A66301193A5F0F5A03205,0.6
74410ACEC0864767C46D923CDD00688C,0.75
664B0EFEB4C479378D5B7D53C9942EB7,0.85
ECDAE80BE4412CD028DA836A65A21A44,0.65
A29C24B0FB62A1142746958D9E8D8CE4,0.65
F34D68BF26FACDFCC99E088BBD697A38,
E2615C9FB9B3BC287B0FC3AC78BD781F,
63A18A35523F2B1FCD054CCCBC14EB81,
7CF458EA29EF46CBA07BCDDE36AEC860,
E0CF53CCD7F8B376FE50B820C84BACB6,
19C64A0CC22D0B0DB7B3C9F57C489229,
9A73FFE360431134D7989BC1420EFA51,
A816EB5248DAFB42A69FD1C699401090,
C3FEE82ABFD1FB4D040E0073813F70E4,
SAME_UNID_123,
REPEAT_ID_999,
0DA07B757F959DEBF8B10293407C569F,
AA191C5102890A6CAFBE5467E12367CB,
D86C9E87FAA3AE99733DAC0D3EB5EBDE,
7243FCB612B0326C35BFD63EF92C3E86,
B86DCD35DC8DE6F6737E94C0634388CB,
BCE3954F1B73CD566F46145632642181,
9106FC1FBD2E70577D6D1E43879D1C92,
4C8A18F76C435E896756B5827C6B02E7,
37696F082E4E1B12EEC5C15B37449C13,
D9FFF6E1BD97FD6DFFED7E8960D14E14,
F9550B3704137D0664D344822D982C5F,
A06E5F8B0531EE7FD93A924B62C08D7D,
763A67F855C1F1ED4F87676D78745CDD,
06B7B265C1A0FFF00F8793CCD1151809,0.85
093AB3DF9D03D8C158F38CBD6F62A0C9,0.4
FA787C03AC32A89CF77A06B32756F557,0.65
9E81FBF100666FBB7F067FAD33357F09,0.75
90C671DD4E06726873D38E0DDDAC006A,0.95
D191618EE1D70B9DD3FD13EC571A6F62,0.85
AC470A8D4AA209C3CB69A0125BC60657,0.75
00528DD3A2A6B0CCD959DEEA218DE91C,0.4
4A979CDF59FD2A2AD123508E8D9A1C6D,
1672BC8C7B0616186F4A88B332C1C95F,
4BF54207E7C71135BBAF6FDC2DC5657D,
2A2EFEE6297F8A70081E5B5CCF1023EF,
6EC53A7006063BCB7E68A2E2F94E68AA,
9C651363011EEF62CCF6673F3B99A186,
4F32ABBD4C99B788330DCC6455CBAB1D,
4B05546B16AF00457024DB33DB00C18D,
F4AFFC7EA69B279540DCAAF1F197A0CA,
C2588925CCD02EDAB40105520E21B79A,
C94752AD55B65A2DC598921827A10CAA,
1A45AF8195ADAEAF5CEB60DDD2681FB1,
4F1ADABB25419580D49696050C065FC7,
5A0C929F3392C938F1E30BE0A0DBD68E,
34062797C9E98BE365C360E2E3CD2349,
BB189D016795DE4FFD820CAD1D26A4DF,
REPEAT_ID_999,
553BAE8720A8543A4B5192EC52974EDB,
9F77CAAA35E4E61DA03ECB09B4E7D00D,0.6
31ED6AD8258AA2A19AC6BEA0B413886C,
DD9CEEBBA5704ED1BD27742702D59D57,
53EFD774ACFE45555B788A637ED9623A,
4E31230AB83C8BDEC3A6AB828DB184DE,
C33328199ED5B4F6723C4486A28F1393,
2CCB61C3CD5FA8BCC1B36B600EC14B9D,
D167657E68FB550654AA1383445C96FB,0.85
3DAFE3BDC33FFF5C70EF12E28A93C52B,0.4
D9B2C634480C91D4E8D1527F8C5468A2,0.65
9DFC3043E5433D2EFAA917B396688C78,0.4
4369882200C740D6AB9654DCF3528AF5,0.75
32ACBC4552E7C619C0DBCC9D4BBBAE95,0.75
DFBC23D4DDBA0B68D6954CDB41772199,0.4
5BC3E93E9DB264BE033E1C5E71299C4A,0.65
658E674F1BC0BD1B7C9E4202D6F80716,0.65
D17B4667D1F64982B6776808CCD02C2A,0.85
63108B0A34B5265ED254C1F43B653B60,0.85
4F6AAF1210EF2FF50E40580FC5A1BADA,0.75
83D54EA5665ECC90A04633CF00F93A81,0.75
0DB3DFE89B179B20363A431DE7638394,0.4
07698C652C0546F8AFDFD4CFC94B2F0C,0.75
BD7CA735D8C1AE25C271D5F04DCF4F82,0.75
8BDFA4B4F20DEE024495152307AA97C6,0.6
290850020649C5E4314B589C8FAB56A7,0.85
SAME_UNID_123,0.6
BF17A3F0C2E90E63465A22AC09FDDE18,0.65
742BC3E19B9CC1316BE67C75DA86A834,0.6
A3BAD5111EC63A6C7D6042AAE2A9557D,
D8F94B1C5B67BB2E0DBF40246DBF7459,
F3A11CAD22374244E569F5A2A6D2F33E,
112AA2B5CC6FA390DF3691F31F436055,
0EA601B34A7473042BF33C32DD4AC975,
5B11F09CA572588BE11F3343F3A3C6FC,
BC4929714402B0D2DEE1D43562D9963E,
BBE4FBA71F14298F1752A0CB563C42E8,
0B57D3DE9AA412D012E7DC20AC94C744,
3C885864AB56970A431ED9A607846F04,
D95309221C0712DECF5157EE951BA49C,
33D189363C7D2F78D9B2CEBAA27F5805,
SAME_UNID_123,
46CFFB80EE2251DFFA4314D3B2032FE4,
B287928598F5ACB8B04B983C818D6A69,
D17883BCAD796A15E22B8692CB74CA7E,
CB9F2A371C7F71FA4F8B84A0E62A69DA,
0CED3FF5DB96D3D4BB2508D068D71C87,
CE43322D3F5B8F539DB348B180A7E2E3,
5C99E8D0301A631A5471CAE2E19396B1,
C3472D440E8ACE39E0703DE92BF12C9D,
59783C6D2C4F6E8E9B2EBBDB44C6202C,
0C6A2588D95AC5B1C06250C76D684EC7,
CBF7508A4113B7126CB2B901D346D835,0.85
0C0ECAADD6335B37E0705A93318F8FFA,
2712FB36190E1EBA27FA9810D52B2A3C,0.65
3E557C39756457A039C7F2CC74DCCFCB,0.4
D1A607659D976B7AB80630EAFDD65501,0.85
8879CE9DD1FB8B3C529BEBF24EC49ECD,0.85
E9BA0904CFA30EF34DC42F1135BCEBF1,0.65
28A1743AB34BD9919AF8E99FF4DB4674,0.75
336A48D7C7DB99A5EC4B58858743B8C8,0.4
02888415F207FE695276EE39E622895B,
8FDC23A5C54E039A96C117B80645DD0A,
05B7A313AB7FBFA5282174F9FFD2309D,
F43CEACA8CF67AF125344B7FF040FF18,
6FC1F3BF31DCFD7201F70BC86C11D6DB,
5982868DC757BBC41AF03BE592840EF6,
812E0BC6BB5186FAF64B4D1B2AD53D2D,
E4DCB062904E855FD51FFAE32FF4417E,
D44E8ADA8AFDDBBC71F2859659FE0FDC,
D04A8F2CC74CCFB0FAB539E01176A2F7,
REPEAT_ID_999,
1A9BCD46E3F3E4E8BC89B06349390C0F,
1243208BB25F68DC3526BF8801423C18,
EDAC4EBE6F8794E4ECA194C0FCCE2A60,
19738761B8744F28A56BE519970C816B,
6B816EC26D5AF707D144B6903DAE64D7,
E01777D92C239D80C839B285AFE10512,
53B5DA29085CCF20DDB32E26CD7476F9,
B7024D7A9833EE32776203740D23250F,
EA5252C9288590DEF604EADE6C812E57,
13AE23DFD3B9307981F5AADF21D18980,
DBCA51BE8E19F3F4A21ED6ADA8F22EDC,
1E00A7F0819F7C52C02199044A9C4C13,0.85
7AA0CE67FBEA38FF9DD76D9DA6BF648C,
ECA240B24D3D13021EF3AEA03365C654,
7302883E38AA45977A5D20074AB1D03B,0.75
CC72BA85D5C6F1C4362F8705D6365F40,0.65
2338BC7C498DCDB258ED4228D24A9543,0.85
2814CB12246CD1095235CFE260041A65,0.85
19F76A83C8329F86EBCB952CA5E98584,0.85
17E361FDBABCDAC9AF31ABC2011C90E2,0.6
4250F8143FF28FC8064D0F94A408949A,0.75
49D0671F8F3B79B7DAE3369BD2BC2097,0.6
9AFCF25568A32EAA68FED8BF3A5677F2,0.45
471E16B75B43ABC136C66CADCAA9A336,0.85
81737BBC5F7B82143E862B2752658DE8,0.85
C33F3AE236CEAD8E391C99F893ED4BB5,0.75
4A7B0030870AEDC9D577764B6A52E1B0,0.65
82CC1A2F0DEEAA3B331737606AF11A98,0.4
BA09CAAD2DFCB7CD3981E1511FE3064A,0.75
71EF58EDA4C8A2787DF6C313D4E4BB3B,0.85
CD9EAFC899F7C58DA58121A84F03A894,0.85
E7346A3CE6E32C92A12F54C48BC9E381,0.85
406CACBA8ECB33974AFF562964C95CD4,0.3
B203198A4C132B27CDAE1A8E7586287F,0.65
904B211D217F350E314BDF78198666A1,0.4
1AB1DEE1004454DC71E852BD424D3878,
77243DFD06F133F2E0209D5A299254D3,
48834FBA41DE91EF4C07A6B896A24D48,
A0F46F0CC9CC05155E78801550843EAD,
DF122035320621CF99D8E9E3000623DD,
173EAA54282FE6E4971C61C6CD90E554,
DE0DF9E84F402B5FB4E8BCF7DA9DD2C8,
DUPLICATE_001,
C07FAA6ECAA07A25677986C9F48EFC4E,
D2D88D41F8DF3F37A7B30C489578B741,
E5444FCF338580E803E2877BA1195559,
B845797F23B6B544EC0AD62931CB7DD9,
6C906D76CA032C9EEFCE043994B0204C,
489D03BFF284DB4A7C7898BA0BEDBB0B,
C84090F4C06DAF8D3E3A71CC94919A54,
1A845F2BAC4F94D881300AC4F8E21199,
BB1DC71A727958F1F62D57120676081B,
F4FCC91E1DE6C9788AFE882312DC599E,
14BD5981B6C179857068396670E33F06,
224629D2A6DD330290F6DE5CD99CA527,
B46EB22DF4942199216B5DB4F1974AFA,
ED27B429B9B72481017DD4A599CA786E,
021950C85249FA6651772B28BE6101ED,
4E7BBEADD36E68FF18AC11EEE7FCADE9,
908DBBA629B5C49F4432F61D0AC0FF21,0.65
42AFE41EBDF4950FD7ED86CAA833BD87,0.6
2FFE007CD64E9D56D3AF3A12457CE686,0.85
5F75BD8661844DB44ABA6688F8C20082,0.85
DUPLICATE_001,0.65
DUPLICATE_001,0.4
9DA8C72FC558137C858478537B6EB760,0.75
518FF82491CE431C20A8651F01E9AB0F,0.2
E0738D8BCE71864224897FE8F37452EA,
1B37498E903D5A5BECEA8BB21DC0460D,
8C3271DEDED790D1655D60B8D0AA6639,
7B8CB7D5ACD1F040FEA388801313252F,
F7FD7A8013CEAB8C562DA4CD28A588E8,
32C554A085CB4760AB2852A536684547,
80C497DD8839BE4E4E67BDD09CFE417B,
BCC48725140B506ADC915690AB10EB8A,
B080490B38806231A028D65A747B6B54,
2C351F4FE28FCE33B67DE248D4D1E257,
61C312649645786EB8119854378DDEFB,
EB2455C152C4D828F7B21496E1772950,
8ECEEE50AD83EDA536797162AE94E46D,
E1153E025ECE4B6C5E3DDDED899E7CAF,
070615288B5168284EDF3F61952C8C2F,
980D693D3B447A9C8A80C67FB616E4DC,
6FB203B919E3FF77D42A2FF8CCD93D95,
